 |14|山西省|省|
142333003|142333003002|后水头|村|
142333003|142333003003|塔上|村|
142333003|142333003004|后峪|村|
142333003|142333003005|水头|村|
142333003|142333003006|安头|村|
142333003|142333003007|腰庄|村|
142333003|142333003008|卫家崖|村|
142333003|142333003009|交口|村|
142333003|142333003010|上庄|村|
142333003|142333003011|铁金|村|
142333003|142333003012|樊家庄|村|
142333004|142333004001|店则沟|村|
142333004|142333004002|西逻|村|
142333004|142333004003|蟠龙庄|村|
142333004|142333004004|梁家沟|村|
142333004|142333004005|神堂底|村|
142333004|142333004006|石口|村|
142333004|142333004007|李家坡|村|
142333004|142333004008|西庄|村|
142333004|142333004009|双池|村|
142333004|142333004010|蔡家沟|村|
142333004|142333004011|长史庄|村|
142333004|142333004012|光桑园|村|
142333004|142333004013|枣林|村|
142333005|142333005001|龙神殿|村|
142333005|142333005002|岭后|村|
142333005|142333005003|蒲依|村|
142333005|142333005004|郭家岭|村|
142333005|142333005005|庄上|村|
142333005|142333005006|下村|村|
142333005|142333005007|石口|村|
142333005|142333005008|丁家墕|村|
142333005|142333005009|阳村堡|村|
142333005|142333005010|川口|村|
142333005|142333005011|岔口|村|
142333005|142333005012|桥上|村|
142333005|142333005013|孔家庄|村|
142333005|142333005014|下蒿城|村|
142333005|142333005015|王家庄|村|
142333005|142333005016|山神峪|村|
142333005|142333005017|贺家庄|村|
142333005|142333005018|张家川|村|
142333005|142333005019|陈家峪|村|
142333006|142333006001|刘外|村|
142333006|142333006002|王润|村|
142333006|142333006003|张家岭|村|
142333006|142333006004|回龙|村|
142333006|142333006005|山头|村|
142333006|142333006006|均庄|村|
142333006|142333006007|茶坊|村|
142333006|142333006008|田庄|村|
142333006|142333006009|窑上|村|
142333006|142333006010|陶上|村|
142333007|142333007001|丁家沟|村|
142333007|142333007002|杨家沟|村|
142333007|142333007003|南故乡|村|
142333007|142333007004|郭家上村|村|
142333007|142333007005|尚家沟|村|
142333007|142333007006|南庄|村|
142333007|142333007007|康城|村|
142333007|142333007008|下仙|村|
142333007|142333007009|支进|村|
142333007|142333007010|田家窊|村|
142333007|142333007011|炭腰吉|村|
142333007|142333007012|中村|村|
142329001|142329001001|戊子|村|
142329001|142329001002|崖底|村|
142329001|142329001003|榆湾|村|
142329001|142329001004|宗家沟|村|
142329001|142329001005|顺会|村|
142329001|142329001006|李衬会|村|
142329001|142329001007|会河|村|
142329001|142329001008|舍安|村|
142329001|142329001009|刘衬会|村|
142329001|142329001010|牛湾子|村|
142329001|142329001011|北白家庄|村|
142329002|142329002001|条子沟|村|
142329002|142329002002|杂石沟|村|
142329002|142329002003|大蛇头|村|
142329002|142329002004|小蛇头|村|
142329002|142329002005|闫家湾|村|
142329002|142329002006|吴家沟|村|
142329002|142329002007|郭沙沟|村|
142329002|142329002008|王堡|村|
142329002|142329002009|沐会|村|
142329002|142329002010|赤湾子|村|
142329002|142329002011|上寺墕|村|
142329002|142329002012|草子寨|村|
142329003|142329003001|前里彦舍|村|
142329003|142329003002|冯周村|村|
142329003|142329003003|上井|村|
142329003|142329003004|普通|村|
142329003|142329003005|阳坡|村|
142329003|142329003006|圪埚|村|
142329003|142329003007|社科|村|
142329003|142329003008|下会|村|
142329003|142329003009|下马铺|村|
142329003|142329003010|井峪堡|村|
142329003|142329003011|葛铺|村|
142329003|142329003012|曲立|村|
142329004|142329004001|西口子|村|
142329004|142329004002|东口子|村|
142329004|142329004003|会里|村|
142329004|142329004004|阳寨|村|
142329004|142329004005|铁青|村|
142329004|142329004006|塔上|村|
142329004|142329004007|张家湾|村|
142329004|142329004008|岔上|村|
142329004|142329004009|楼枋坪|村|
142329005|142329005001|上马铺|村|
142329005|142329005002|毕家坡|村|
142329005|142329005003|侯家岩|村|
142329005|142329005004|杨家岩|村|
142329005|142329005005|郭家庄|村|
142329005|142329005007|芦苇塔|村|
142329005|142329005008|袁家村|村|
142329005|142329005009|索家坡|村|
142329005|142329005010|裴家庄|村|
142329005|142329005011|近周营|村|
142329005|142329005012|梁家庄|村|
142329005|142329005013|车道坡|村|
142329005|142329005014|宁家湾|村|
142329005|142329005015|冀家掌|村|
142329005|142329005017|草城|村|
142329006|142329006001|长门|村|
142329006|142329006002|府台|村|
142329006|142329006003|沙洼|村|
142329006|142329006004|史家庄|村|
142329006|142329006005|石桥|村|
142329006|142329006006|王狮|村|
142329006|142329006007|阳坡坪|村|
142329006|142329006008|阳湾|村|
142329006|142329006009|阴湾|村|
142329006|142329006011|乱石|村|
142329006|142329006012|李家湾|村|
142329006|142329006013|蛤蟆神|村|
142329006|142329006014|桦树塔|村|
142329007|142329007001|丁家山|村|
142329007|142329007002|马坊|村|
142329007|142329007003|小赤土|村|
142329007|142329007004|陶家沟|村|
142329007|142329007005|史家洼|村|
142329007|142329007006|芦家洼|村|
142329007|142329007007|后沟|村|
142329007|142329007008|八道洼|村|
142329007|142329007010|屯营|村|
142329007|142329007011|普明|村|
142329007|142329007012|柳峪|村|
142329007|142329007013|刘家庄|村|
142329007|142329007014|瓦窑|村|
142329007|142329007015|段峪|村|
142329007|142329007016|前祁家庄|村|
142329007|142329007018|后祁家庄|村|
142329007|142329007019|南泉庄|村|
142329007|142329007020|贯家庄|村|
142329007|142329007021|曲井|村|
142329007|142329007022|普家庄|村|
142329008|142329008001|青台|村|
142329008|142329008002|麻会|村|
142329008|142329008003|石家庄|村|
142329008|142329008004|赵朝舍|村|
142329008|142329008005|上村|村|
142329008|142329008006|新安|村|
142329008|142329008007|东阳涧|村|
142329008|142329008008|北村|村|
142329008|142329008009|东村|村|
142329008|142329008010|高崖湾|村|
142329008|142329008011|草原|村|
142329008|142329008012|天洼|村|
142329008|142329008013|堡上|村|
142329008|142329008014|康井洼|村|
142329008|142329008015|陈家营|村|
142329008|142329008016|西村|村|
142329008|142329008017|南村|村|
142329008|142329008018|南白家庄|村|
142329008|142329008019|尧上|村|
142329008|142329008020|上天洼|村|
142329008|142329008021|刘家沟|村|
142329008|142329008022|翟家沟|村|
142329008|142329008023|黑龙洼|村|
142329009|142329009001|坪上|村|
142329009|142329009002|后黄签|村|
142329009|142329009003|狮吼|村|
142329009|142329009004|正道|村|
142329009|142329009005|阳湾|村|
142329009|142329009006|城内|村|
142329009|142329009007|邓草沟|村|
142329009|142329009008|闹沐浴|村|
142329009|142329009009|北关|村|
142329009|142329009010|双井|村|
142329009|142329009011|南关|村|
142329009|142329009012|前庄|村|
142329009|142329009013|马家庄|村|
142329009|142329009014|东河|村|
142329010|142329010001|山羊会|村|
142329010|142329010002|栗家村|村|
142329010|142329010003|后则坪|村|
142329010|142329010004|河口|村|
142329010|142329010005|王家村|村|
142329010|142329010006|圪哒底|村|
142329010|142329010007|范家口|村|
142329010|142329010008|寨上|村|
142329011|142329011001|山底|村|
142329011|142329011002|马家沟|村|
142329011|142329011003|顾尾头|村|
142329011|142329011004|瓮子|村|
142329011|142329011005|阳坡|村|
142329011|142329011006|上阳寨|村|
142329011|142329011007|上明|村|
142329011|142329011008|寨子|村|
142329011|142329011009|后合会|村|
142329011|142329011010|前合会|村|
142329011|142329011011|前河|村|
142329011|142329011012|官桥|村|
142329011|142329011013|斜坡|村|
142329012|142329012001|前黄签|村|
142329012|142329012002|胡琴舍|村|
142329012|142329012003|丁字坪|村|
142329012|142329012004|西土峪|村|
142329012|142329012005|东土峪|村|
142329012|142329012006|陈家庄|村|
142329012|142329012007|清水河|村|
142329012|142329012008|店上|村|
142329007|142329007009|大贤|村|
142302001|142302001001|雒家庄|村|
142302001|142302001002|寺沟|村|
142302001|142302001003|凤凰峁|村|
142302001|142302001004|闫家坡|村|
142302001|142302001005|南庄|村|
142302001|142302001006|虎山|村|
142302001|142302001007|樊包头|村|
142302001|142302001008|大西局|村|
142302001|142302001009|崇里|村|
142302001|142302001010|磁窑沟|村|
142302001|142302001011|坪头|村|
142302001|142302001012|墕口|村|
142302001|142302001013|鹏凤山|村|
142302001|142302001014|东社|村|
142302001|142302001015|垣上|村|
142302001|142302001016|西则|村|
142302001|142302001017|薛家坡|村|
142302001|142302001018|赵家山|村|
142302001|142302001019|呼家山|村|
142302001|142302001020|李家山|村|
142302001|142302001021|柏巨上|村|
142302001|142302001022|枣洼|村|
142302001|142302001023|卧龙墕|村|
142302001|142302001024|段家墕|村|
142302002|142302002001|彩家庄|村|
142302002|142302002002|白家峁|村|
142302002|142302002003|任家山|村|
142302002|142302002004|三山集|村|
142302002|142302002006|场墕|村|
142302002|142302002007|椿树峁|村|
142302002|142302002008|结绳墕|村|
142302002|142302002009|袁家坡底|村|
142302002|142302002010|霍家塔|村|
142302002|142302002011|孙家峁|村|
142302002|142302002013|刘家舍窠|村|
142302002|142302002015|山底沟|村|
142302002|142302002016|彩树局|村|
142302002|142302002017|梁家岔|村|
142302002|142302002018|闫家峁|村|
142302002|142302002019|石桥|村|
142302002|142302002020|陶家庄|村|
142302002|142302002021|枣林|村|
142302002|142302002022|贺家畔|村|
142302002|142302002023|十里|村|
142302002|142302002024|马家塔|村|
142302002|142302002025|柳树局|村|
142302003|142302003001|米化梁|村|
142302003|142302003002|大中局|村|
142302003|142302003003|许家山|村|
142302003|142302003004|盛地沟|村|
142302003|142302003005|盛地|村|
142302003|142302003006|炭窑里|村|
142302003|142302003007|高岭上|村|
142302003|142302003008|瓦窑间|村|
142302003|142302003009|茂塔沟|村|
142302003|142302003010|畔沟|村|
142302003|142302003011|留子局|村|
142302003|142302003012|横梁|村|
142302003|142302003013|上则墕|村|
142302003|142302003014|宋家湾|村|
142302003|142302003015|缩缩岭|村|
142302003|142302003016|袁家岭|村|
142302003|142302003017|茂塔坪|村|
142302003|142302003018|西属巴|村|
142302003|142302003019|东属巴|村|
142302003|142302003020|高梨峁|村|
142302003|142302003021|石门咀|村|
142302003|142302003022|中则坪|村|
142302003|142302003023|双雾都|村|
142302003|142302003024|上安|村|
142302004|142302004001|白草墕|村|
142302004|142302004002|苏家崖|村|
142302004|142302004003|青蒿墕|村|
142302004|142302004004|娘娘庙|村|
142302004|142302004005|沙麻沟|村|
142302004|142302004006|李家沟|村|
142302004|142302004007|王家沟|村|
142302004|142302004008|长大局|村|
142302004|142302004009|大中局|村|
142302004|142302004010|牛家山|村|
142302004|142302004011|前赵家沟|村|
142302004|142302004012|后赵家沟|村|
142302004|142302004013|下安|村|
142302005|142302005001|任家沟|村|
142302005|142302005002|岔上|村|
142302005|142302005003|磨湾|村|
142302005|142302005004|贾悟|村|
142302005|142302005005|高家庄|村|
142302005|142302005006|吴家庄|村|
142302005|142302005007|千年|村|
142302005|142302005008|马家沟|村|
142302005|142302005009|丰义|村|
142302005|142302005010|阳坡|村|
142302005|142302005011|信义|村|
142302005|142302005012|小神头|村|
142302005|142302005013|马寨|村|
142302005|142302005014|崖窑湾|村|
142302005|142302005015|新山湾|村|
142302005|142302005016|康家岭|村|
142302005|142302005017|西华镇|村|
142302005|142302005018|后石|村|
142302005|142302005019|回龙塔|村|
142302005|142302005020|德岗|村|
142302005|142302005021|王村|村|
142302005|142302005022|严村|村|
142302005|142302005023|归化|村|
142302005|142302005024|阳石|村|
142302005|142302005025|背石|村|
142302005|142302005026|砖窑沟|村|
142302005|142302005027|永红|村|
142302006|142302006001|杜家山|村|
142302006|142302006002|葫芦把|村|
142302006|142302006003|芦则峁|村|
142302006|142302006004|梁家墕|村|
142302006|142302006005|渠家山|村|
142302006|142302006006|贺家山|村|
142302006|142302006007|贺家塔|村|
142302006|142302006008|王家塔|村|
142302006|142302006009|乔家塔|村|
142302006|142302006010|枣架|村|
142302006|142302006011|石盘|村|
142302006|142302006012|歧则沟|村|
142302006|142302006013|交口|村|
142302006|142302006014|高家沟|村|
142302007|142302007001|凤山底|村|
142302007|142302007002|袁家庄|村|
142302007|142302007003|乔家沟|村|
142302007|142302007004|上水西|村|
142302007|142302007005|下水西|村|
142302007|142302007006|西崖底|村|
142302007|142302007007|后王家坡|村|
142302007|142302007008|铨则墕|村|
142302007|142302007009|前王家坡|村|
142302007|142302007010|崔家崖|村|
142302008|142302008001|水峪里|村|
142302008|142302008002|车家梁|村|
142302008|142302008003|西山里|村|
142302008|142302008004|寺头|村|
142302008|142302008005|新舍窠|村|
142302008|142302008006|红眼川|村|
142302008|142302008007|殷家山|村|
142302008|142302008008|贾北里|村|
142302008|142302008009|新崖上|村|
142302008|142302008010|唐则墕|村|
142302008|142302008011|霍家坡|村|
142302009|142302009001|界峁|村|
142302009|142302009002|高崖湾|村|
142302009|142302009003|沙会则|村|
142302009|142302009004|苏家|村|
142302009|142302009005|吉家|村|
142302009|142302009006|马家|村|
142302009|142302009007|后马家|村|
142302009|142302009008|下搂桥|村|
142302009|142302009009|盘龙塔|村|
142302009|142302009010|穆问|村|
142302009|142302009011|田家会|村|
142302009|142302009012|五里铺|村|
142302009|142302009013|上楼桥|村|
142302009|142302009014|车家湾|村|
142302009|142302009015|义居|村|
142302010|142302010001|兔坪|村|
142302010|142302010002|下王营|村|
142302010|142302010003|油房坪|村|
142302010|142302010004|陈家塔|村|
142302010|142302010005|上丰|村|
142302010|142302010006|王营庄|村|
142302010|142302010007|任家塔|村|
142302010|142302010008|上四皓|村|
142302010|142302010009|李家沟|村|
142302010|142302010010|李家湾|村|
142302010|142302010011|下罗卜|村|
142302010|142302010012|吴城镇|村|
142302010|142302010013|九里湾|村|
142302010|142302010014|下三交|村|
142302010|142302010015|上三交|村|
142302010|142302010016|上罗卜|村|
142302011|142302011002|段家坪|村|
142302011|142302011003|刘家湾|村|
142302011|142302011004|卧牛墕|村|
142302011|142302011005|徐家沟|村|
142302011|142302011006|王文庄|村|
142302011|142302011007|大士河|村|
142302011|142302011008|马茂庄|村|
142302011|142302011009|潘家沟|村|
142302011|142302011010|南关|村|
142302011|142302011011|圪瘩上|村|
142302012|142302012002|七里滩|村|
142302012|142302012003|王家庄|村|
142302012|142302012004|刘家庄|村|
142302012|142302012005|张家庄|村|
142302012|142302012006|东关|村|
142302012|142302012007|杨家掌|村|
142302012|142302012008|前瓦窑坡|村|
142302012|142302012009|后瓦窑坡|村|
142326001|142326001001|枣树焉村|村|
142326001|142326001002|周家沟村|村|
142326001|142326001003|麻峪沟村|村|
142326001|142326001004|胡家庄村|村|
142326001|142326001005|曹家沟村|村|
142326001|142326001006|李家洼村|村|
142326001|142326001007|水道洼村|村|
142326001|142326001008|第八堡村|村|
142326001|142326001009|杨家洼村|村|
142326001|142326001010|柴段咀村|村|
142326001|142326001011|西洼村|村|
142326001|142326001012|桃堡洼村|村|
142326001|142326001013|新庄则村|村|
142326001|142326001014|地灵山村|村|
142326001|142326001015|马家湾村|村|
142326001|142326001016|马安梁村|村|
142326001|142326001017|贺家墕村|村|
142326001|142326001018|郝林甲村|村|
142326001|142326001019|雷家沟村|村|
142326001|142326001020|武家庄村|村|
142326002|142326002001|白家庄|村|
142326002|142326002002|薛家塔|村|
142326002|142326002003|开化|村|
142326002|142326002004|双井沟|村|
142326002|142326002005|刘家塔|村|
142326002|142326002006|张家湾|村|
142326002|142326002007|乔坊沟|村|
142326002|142326002008|独路沟|村|
142326002|142326002009|张阳沟|村|
142326002|142326002010|薛家峁|村|
142326002|142326002011|张阳会|村|
142326002|142326002012|雷家碛|村|
142326002|142326002013|贺家洼|村|
142326002|142326002014|新化|村|
142326002|142326002015|王家坪|村|
142326002|142326002016|乔家坪|村|
142326003|142326003001|柳塔|村|
142326003|142326003002|上白塔|村|
142326003|142326003003|青条山|村|
142326003|142326003004|福利沟|村|
142326003|142326003005|李家塔|村|
142326003|142326003006|刘落塔|村|
142326003|142326003007|梁家会|村|
142326003|142326003008|湾里|村|
142326003|142326003009|寺沟|村|
142326003|142326003010|刘家圪堎|村|
142326003|142326003011|下会|村|
142326003|142326003012|上会|村|
142326003|142326003013|董家沟|村|
142326003|142326003014|洼头|村|
142326003|142326003015|下白塔|村|
142326003|142326003016|白家沟|村|
142326003|142326003017|槐树坪|村|
142326003|142326003018|师庄|村|
142326003|142326003019|董家墕|村|
142326003|142326003020|寨上|村|
142326003|142326003021|青凉寺|村|
142326003|142326003022|窑坪墕|村|
142326003|142326003023|穆家坪|村|
142326003|142326003024|谢家沟|村|
142326003|142326003025|武家沟|村|
142326003|142326003026|青蒿墕|村|
142326003|142326003027|月家沟|村|
142326003|142326003028|天洼|村|
142326003|142326003029|大石吉|村|
142326004|142326004001|杨家庄|村|
142326004|142326004002|徐家塔|村|
142326004|142326004003|白家圪达|村|
142326004|142326004004|贺家坡|村|
142326004|142326004005|张家湾|村|
142326004|142326004006|白文|村|
142326004|142326004007|李家湾|村|
142326004|142326004008|梁家湾|村|
142326004|142326004009|双元会|村|
142326004|142326004010|口口|村|
142326004|142326004011|杏花沟|村|
142326004|142326004012|中庄|村|
142326004|142326004013|赤普浪|村|
142326004|142326004014|宋家圪台|村|
142326004|142326004015|曜头|村|
142326004|142326004016|南庄|村|
142326004|142326004017|海则头|村|
142326004|142326004018|故县|村|
142326004|142326004019|卜家岩|村|
142326004|142326004020|郝家坡|村|
142326004|142326004021|秦家坪|村|
142326004|142326004022|小吴家湾|村|
142326004|142326004023|徐家沟|村|
142326004|142326004024|张朝|村|
142326004|142326004025|铁芦沟|村|
142326004|142326004026|花畔沟|村|
142326004|142326004027|阳坡|村|
142326004|142326004028|瓦舍沟|村|
142326004|142326004029|桐村|村|
142326004|142326004030|庙坪|村|
142326004|142326004031|郝峪塔|村|
142326004|142326004032|白道坪|村|
142326004|142326004033|古道坡|村|
142326004|142326004034|吴家湾|村|
142326004|142326004035|畔沟|村|
142326004|142326004036|石家塔|村|
142326004|142326004037|湖家梁|村|
142326005|142326005001|武家坪|村|
142326005|142326005002|南岭上|村|
142326005|142326005003|靳家沟|村|
142326005|142326005004|候家岩|村|
142326005|142326005005|王家庄|村|
142326005|142326005006|松峪|村|
142326005|142326005007|太坪|村|
142326005|142326005008|问家沟|村|
142326005|142326005009|西会|村|
142326005|142326005010|小马坊|村|
142326005|142326005011|城庄|村|
142326005|142326005012|阳宇会|村|
142326005|142326005013|大有头|村|
142326005|142326005014|上城庄|村|
142326005|142326005015|东柏村|村|
142326005|142326005016|明旺塔|村|
142326005|142326005017|郑家湾|村|
142326005|142326005018|刘家山|村|
142326005|142326005019|赤崖会|村|
142326005|142326005020|大居|村|
142326005|142326005021|杨寨|村|
142326005|142326005022|前南峪|村|
142326005|142326005023|后南峪|村|
142326005|142326005024|程家塔|村|
142326005|142326005025|石盘头|村|
142326005|142326005026|曹家岭|村|
142326005|142326005027|务周会|村|
142326005|142326005028|郝家湾|村|
142326006|142326006001|蔡家洼|村|
142326006|142326006002|高家湾|村|
142326006|142326006003|靳家洼|村|
142326006|142326006004|庞家庄|村|
142326006|142326006005|桑树峁|村|
142326006|142326006006|乔家圪台|村|
142326006|142326006007|克虎|村|
142326006|142326006008|郭家垛|村|
142326006|142326006009|张羊峁|村|
142326006|142326006010|王家圪垛|村|
142326006|142326006011|杜家圪垛|村|
142326006|142326006012|崔家垛|村|
142326006|142326006013|薛家垛|村|
142326007|142326007001|曹家畔|村|
142326007|142326007002|陆家沟|村|
142326007|142326007003|周家墕|村|
142326007|142326007004|庄头|村|
142326007|142326007005|张家沟|村|
142326007|142326007006|高家圪棱|村|
142326007|142326007007|刘泉则沟|村|
142326007|142326007008|高家沟|村|
142326007|142326007009|岔沟|村|
142326007|142326007010|柴家沟|村|
142326007|142326007011|张山坪|村|
142326007|142326007012|常家墕|村|
142326007|142326007013|王家峪|村|
142326007|142326007014|兔板镇|村|
142326007|142326007015|柴家岔|村|
142326007|142326007016|常胜塔|村|
142326007|142326007017|薛家洼|村|
142326007|142326007018|大岭上|村|
142326007|142326007019|丛条棱|村|
142326007|142326007020|房家沟|村|
142326007|142326007021|寺头|村|
142326007|142326007022|圪凹头|村|
142326007|142326007023|高家山|村|
142326007|142326007024|西乔家洼|村|
142326007|142326007025|庄洼|村|
142326007|142326007026|砖瓦|村|
142326007|142326007027|刘家山|村|
142326007|142326007028|裴家局|村|
142326007|142326007029|槐树墕|村|
142326007|142326007030|团周坪|村|
142326007|142326007031|水槽沟|村|
142326007|142326007032|张家沟|村|
142326007|142326007033|张家峁|村|
142326007|142326007034|乔家坪|村|
142326007|142326007035|薛家畔|村|
142326007|142326007036|香草墕|村|
142326007|142326007037|前沟|村|
142326007|142326007038|白家里|村|
142326007|142326007039|中舍|村|
142326007|142326007040|杜家洼|村|
142326007|142326007041|苗家墕|村|
142326007|142326007042|椿树圪橯|村|
142326007|142326007043|郭家里|村|
142326007|142326007044|槐洼|村|
142326007|142326007045|窑沟|村|
142326007|142326007046|安家里|村|
142326007|142326007047|西洼|村|
142326007|142326007048|乔家洼|村|
142326007|142326007049|刘家洼|村|
142326007|142326007050|向阳村|村|
142326007|142326007051|刘家沟|村|
142326007|142326007052|九元沟|村|
142326008|142326008001|唐家沟|村|
142326008|142326008002|杜家沟|村|
142326008|142326008003|化林|村|
142326008|142326008004|后白家沟|村|
142326008|142326008005|前白家沟|村|
142326008|142326008006|上西坡|村|
142326008|142326008007|陈家庄|村|
142326008|142326008008|万安里|村|
142326008|142326008009|万安坪|村|
142326008|142326008010|前李家沟|村|
142326008|142326008011|后李家沟|村|
142326008|142326008012|泥沟|村|
142326008|142326008013|郭家岔|村|
142326008|142326008014|后麻峪|村|
142326008|142326008015|黄白塔|村|
142326008|142326008016|赵家石岩|村|
142326008|142326008017|田家沟|村|
142326008|142326008018|前月镜|村|
142326008|142326008019|后月镜|村|
142326008|142326008020|王家里|村|
142326008|142326008021|前麻峪|村|
142326008|142326008022|城关|村|
142326008|142326008023|柏树沟|村|
142326008|142326008024|东峪沟|村|
142326008|142326008025|贺家沟|村|
142326008|142326008026|治花泉|村|
142326008|142326008027|槐树塔|村|
142326008|142326008028|南塔|村|
142326008|142326008029|东峁|村|
142326008|142326008030|前甘泉|村|
142326008|142326008031|后甘泉|村|
142326008|142326008032|郭家沟|村|
142326008|142326008033|薛家墕|村|
142326008|142326008034|寺家塔|村|
142326008|142326008035|都督|村|
142326009|142326009001|王家庄|村|
142326009|142326009002|枣庄|村|
142326009|142326009003|普连|村|
142326009|142326009004|刘家里|村|
142326009|142326009005|开阳|村|
142326009|142326009006|柏岭上|村|
142326009|142326009007|王圪堆|村|
142326009|142326009008|刘家沟|村|
142326009|142326009009|嵩局则|村|
142326009|142326009010|曹家甲|村|
142326009|142326009011|后曲峪|村|
142326009|142326009012|前曲峪|村|
142326009|142326009013|窑则洼|村|
142326009|142326009014|麻洼|村|
142326009|142326009015|岩窑上|村|
142326009|142326009016|李家庄|村|
142326009|142326009017|印斗峁|村|
142326009|142326009018|李家沟|村|
142326009|142326009019|前塔|村|
142326009|142326009020|刘家洼|村|
142326009|142326009021|后塔|村|
142326009|142326009022|芦则峁|村|
142326009|142326009023|白道峪|村|
142326009|142326009024|李家甲|村|
142326009|142326009025|高家洼|村|
142326009|142326009026|郝家洼|村|
142326009|142326009027|瓦窑峁|村|
142326009|142326009028|青家塔|村|
142326009|142326009029|东坡|村|
142326009|142326009030|枣峁上|村|
142326009|142326009031|西洼|村|
142326009|142326009032|小甲头|村|
142326009|142326009033|高家咀|村|
142326009|142326009034|刘家圪垛|村|
142326009|142326009035|郭家洼|村|
142326009|142326009036|韩家山|村|
142326010|142326010001|呼家洼|村|
142326010|142326010002|贺家沟|村|
142326010|142326010003|陈国坪|村|
142326010|142326010004|段贤|村|
142326010|142326010005|苗家墕|村|
142326010|142326010006|杨家山|村|
142326010|142326010007|牧家山|村|
142326010|142326010008|月树岭|村|
142326010|142326010009|乔家山|村|
142326010|142326010010|西山局|村|
142326010|142326010011|石白头|村|
142326010|142326010012|张家山|村|
142326010|142326010013|苗家峁|村|
142326010|142326010014|沈家山|村|
142326010|142326010015|沈家沟|村|
142326010|142326010016|贺家庄|村|
142326010|142326010017|高家咀|村|
142326010|142326010018|柏寨|村|
142326010|142326010019|秦家山|村|
142326010|142326010020|阳洼|村|
142326010|142326010021|衬罗局|村|
142326010|142326010022|务岭|村|
142326010|142326010023|李家洼|村|
142326010|142326010024|庙墕|村|
142326010|142326010025|西丛罗|村|
142326010|142326010026|马安梁|村|
142326010|142326010027|赵墕|村|
142326010|142326010028|寨峁上|村|
142326010|142326010029|化家山|村|
142326010|142326010030|杨家山|村|
142326010|142326010031|高家岭|村|
142326010|142326010032|曹峪坪|村|
142326010|142326010033|杨思局|村|
142326010|142326010034|圪垛|村|
142326010|142326010035|庄头|村|
142326010|142326010036|大岭上|村|
142326010|142326010037|前槽底|村|
142326010|142326010038|柳家山|村|
142326010|142326010039|穆家山|村|
142326010|142326010040|王家沟|村|
142326010|142326010041|贺家洼|村|
142326010|142326010042|小王家庄|村|
142326010|142326010043|井道坡|村|
142326010|142326010044|曹家洼|村|
142326011|142326011001|王家沟|村|
142326011|142326011002|后山|村|
142326011|142326011003|武家湾|村|
142326011|142326011004|化成|村|
142326011|142326011005|孝长|村|
142326011|142326011006|冯家会|村|
142326011|142326011007|前南沟|村|
142326011|142326011008|后南沟|村|
142326011|142326011009|上墕|村|
142326011|142326011010|朱家沟|村|
142326011|142326011011|康家坪|村|
142326011|142326011012|后井头|村|
142326011|142326011013|问家山|村|
142326011|142326011014|安家庄|村|
142326011|142326011015|李家沟|村|
142326011|142326011016|高家峁|村|
142326011|142326011017|曹家岔|村|
142326011|142326011018|杜家塔|村|
142326011|142326011019|康家岭|村|
142326011|142326011020|前岭西|村|
142326012|142326012001|刘家圪台|村|
142326012|142326012002|赵家圪台|村|
142326012|142326012003|孙家圪台|村|
142326012|142326012004|任家沟|村|
142326012|142326012005|丁家沟|村|
142326012|142326012006|青塘沟|村|
142326012|142326012007|下西坡|村|
142326012|142326012008|后寨则|村|
142326012|142326012009|暖泉会|村|
142326012|142326012010|白家庄|村|
142326012|142326012011|赵家岔|村|
142326012|142326012012|后青塘|村|
142326012|142326012013|安业|村|
142326012|142326012014|东岭上|村|
142326012|142326012015|前青塘|村|
142326012|142326012016|东胜|村|
142326012|142326012017|郭家墕|村|
142326013|142326013001|榆林|村|
142326013|142326013002|马家庄|村|
142326013|142326013003|王家坪|村|
142326013|142326013004|张家沟|村|
142326013|142326013005|庄则上|村|
142326013|142326013006|大和|村|
142326013|142326013007|康家湾|村|
142326013|142326013008|木瓜坪|村|
142326013|142326013009|角扒山|村|
142326013|142326013010|木钦塔|村|
142326013|142326013011|前长乐|村|
142326013|142326013012|下郭家岭|村|
142326013|142326013013|后长乐|村|
142326013|142326013014|吉家庄|村|
142326013|142326013015|杨家崖|村|
142326013|142326013016|庞庞塔|村|
142326013|142326013017|苗家庄|村|
142326013|142326013018|显崖上|村|
142326013|142326013019|宋家沟|村|
142326014|142326014001|小深墕|村|
142326014|142326014002|石塘会|村|
142326014|142326014003|李家峁|村|
142326014|142326014004|李家坡底|村|
142326014|142326014005|魏家湾|村|
142326014|142326014006|李家塔|村|
142326014|142326014007|柳黄沟|村|
142326014|142326014008|常家坪|村|
142326014|142326014009|成家梁|村|
142326014|142326014010|辛家塔|村|
142326014|142326014011|永丰|村|
142326014|142326014012|辛家塔|村|
142326014|142326014013|孙家圪棱|村|
142326014|142326014014|枣林|村|
142326014|142326014015|杨家圪棱|村|
142326014|142326014016|桑叶则|村|
142326014|142326014017|山刘家庄|村|
142326014|142326014018|郑家沟|村|
142326014|142326014019|郝刘家沟|村|
142326014|142326014020|玉荐|村|
142326014|142326014021|禹家梁|村|
142326014|142326014022|阳泉|村|
142326014|142326014023|圪针湾|村|
142326014|142326014024|枣洼|村|
142326015|142326015001|天洪|村|
142326015|142326015002|马家山|村|
142326015|142326015003|芦子沟|村|
142326015|142326015004|杨家山|村|
142326015|142326015005|刘家山|村|
142326015|142326015006|瓦窑塔|村|
142326015|142326015007|上柏岭集|村|
142326015|142326015008|大王家庄|村|
