 |14|山西省|省|
142326015|142326015009|页岭|村|
142326015|142326015010|杨家坡|村|
142326015|142326015011|郭家塔|村|
142326015|142326015012|丛罗峪镇|村|
142326015|142326015013|下冯家山|村|
142326015|142326015014|上冯家山|村|
142326015|142326015015|郭家山|村|
142326015|142326015016|南塔|村|
142326015|142326015017|麻塔|村|
142326015|142326015018|堡则峪|村|
142326015|142326015019|大王家塔|村|
142326015|142326015020|店墕|村|
142326015|142326015021|小王家塔|村|
142326016|142326016001|候洼|村|
142326016|142326016002|先锋|村|
142326016|142326016003|高家山|村|
142326016|142326016004|李家洼|村|
142326016|142326016005|双柏树|村|
142326016|142326016006|枣洼|村|
142326016|142326016007|前圪地峪|村|
142326016|142326016008|中圪地峪|村|
142326016|142326016009|后圪地峪|村|
142326016|142326016010|薛家山|村|
142326016|142326016011|蔚家山|村|
142326016|142326016012|候家岭|村|
142326016|142326016013|刘家会|村|
142326016|142326016014|朱家会|村|
142326016|142326016015|红旗山|村|
142326016|142326016016|前柏塔|村|
142326016|142326016017|后柏塔|村|
142326016|142326016018|李家山|村|
142326016|142326016019|白家坂|村|
142326016|142326016020|芦家圪台|村|
142326016|142326016021|孙家岔|村|
142326016|142326016022|碾则沟|村|
142326016|142326016023|西刘家沟|村|
142326016|142326016024|石坌则|村|
142326016|142326016025|东刘家沟|村|
142326016|142326016026|上王家圪垛|村|
142326016|142326016027|郭家洼|村|
142326016|142326016028|彩树岭|村|
142326016|142326016029|郭家崖|村|
142326016|142326016030|王家圪垛|村|
142326016|142326016031|阎家山|村|
142326016|142326016032|麦洼|村|
142326016|142326016033|李家沟|村|
142326016|142326016034|马山局|村|
142326016|142326016035|罗产焉|村|
142326016|142326016036|舍窠墕|村|
142326016|142326016037|一步焉|村|
142326016|142326016038|王家庄|村|
142326016|142326016039|石佛山|村|
142326016|142326016040|官道上|村|
142326017|142326017001|康家塔|村|
142326017|142326017002|姚家山|村|
142326017|142326017003|樊家山|村|
142326017|142326017004|石梯沟|村|
142326017|142326017005|贺家圪台|村|
142326017|142326017006|善庆峪|村|
142326017|142326017007|西沟|村|
142326017|142326017008|大峪沟|村|
142326017|142326017009|歧道|村|
142326017|142326017010|府底|村|
142326017|142326017011|刘家圪达|村|
142326017|142326017012|前刘家庄|村|
142326017|142326017013|后刘家庄|村|
142326017|142326017014|前小峪|村|
142326017|142326017015|王家坪|村|
142326017|142326017016|圪麻岭|村|
142326017|142326017017|柳树墕|村|
142326017|142326017018|前大禹|村|
142326017|142326017019|冯家山|村|
142326017|142326017020|崖头|村|
142326017|142326017021|后大禹|村|
142326017|142326017022|前阳塔|村|
142326017|142326017023|火燎坡|村|
142326017|142326017024|圪台上|村|
142326017|142326017025|张家圪达|村|
142326017|142326017026|大后沟|村|
142326017|142326017027|后小峪|村|
142326017|142326017028|候家沟|村|
142326017|142326017029|树家山|村|
142326017|142326017030|瓦啥坪|村|
142326017|142326017031|石窑|村|
142326017|142326017032|矿柱林场|村|
142326017|142326017033|神峪塔|村|
142326017|142326017034|吕家里|村|
142326017|142326017035|杜家岭|村|
142326017|142326017036|佛堂峪|村|
142326017|142326017037|秦家圪棱|村|
142326018|142326018001|曹家峁|村|
142326018|142326018002|陡泉沟|村|
142326018|142326018003|李家圪垛|村|
142326018|142326018004|杜家圪垛|村|
142326018|142326018005|泉王|村|
142326018|142326018006|胡公|村|
142326018|142326018007|碾则墕|村|
142326018|142326018008|马家山|村|
142326018|142326018009|双塔|村|
142326018|142326018010|西坡|村|
142326018|142326018011|三交镇|村|
142326018|142326018012|沟门上|村|
142326018|142326018013|正坡|村|
142326018|142326018014|东坡|村|
142326018|142326018015|义圪垛|村|
142326018|142326018016|刘王沟|村|
142326018|142326018017|前陡泉|村|
142326018|142326018018|后陡泉|村|
142326018|142326018019|崔家坪|村|
142326018|142326018020|史家洼|村|
142326018|142326018021|吕家洼|村|
142326018|142326018022|任家坪|村|
142326018|142326018023|武家沟|村|
142326018|142326018024|孙家沟|村|
142326018|142326018025|东王家沟|村|
142326018|142326018026|墕头|村|
142326018|142326018027|严家圪垛|村|
142326018|142326018028|枣圪垯|村|
142326018|142326018029|薛家坪|村|
142326018|142326018030|李家塔|村|
142326018|142326018031|高家沟|村|
142326018|142326018032|刘家山|村|
142326018|142326018033|中庄|村|
142326018|142326018034|薛家圪垛|村|
142326018|142326018035|田家山|村|
142326018|142326018036|高家塔|村|
142326018|142326018037|段家庄|村|
142326018|142326018038|青家焉|村|
142326018|142326018040|崔家岭|村|
142326018|142326018041|寺梁上|村|
142326018|142326018042|圪陡焉|村|
142326019|142326019001|风翅甲|村|
142326019|142326019002|坪墕|村|
142326019|142326019003|沙家墕|村|
142326019|142326019004|马家圪凹|村|
142326019|142326019005|张家山|村|
142326019|142326019006|神峪沟|村|
142326019|142326019007|大墕|村|
142326019|142326019008|车赶|村|
142326019|142326019009|王家山|村|
142326019|142326019010|赵家塔|村|
142326019|142326019011|钟底|村|
142326019|142326019012|尧则坡|村|
142326019|142326019013|杨家岭|村|
142326019|142326019014|杜家沟|村|
142326019|142326019015|尚赵|村|
142326019|142326019016|车赶乡林场|村|
142326020|142326020001|陵头|村|
142326020|142326020002|前南沟|村|
142326020|142326020003|中南沟|村|
142326020|142326020004|后南沟|村|
142326020|142326020005|湍水头|村|
142326020|142326020006|琵琶耳|村|
142326020|142326020007|南岭|村|
142326020|142326020008|沐浴|村|
142326020|142326020009|光浴堂|村|
142326020|142326020010|薛家山|村|
142326020|142326020011|霍家墕|村|
142326020|142326020012|霍家岭|村|
142326020|142326020013|班家洼|村|
142326020|142326020014|西杨|村|
142326020|142326020015|龙水头|村|
142326020|142326020016|张家庄|村|
142326020|142326020017|黄家沟|村|
142326020|142326020018|黄家坡|村|
142326020|142326020019|邓家塔|村|
142326020|142326020020|高家庄|村|
142326020|142326020021|车道板|村|
142326021|142326021001|马家圪垛|村|
142326021|142326021002|上咀头|村|
142326021|142326021003|黑水沟|村|
142326021|142326021004|马家洼|村|
142326021|142326021005|马家塔|村|
142326021|142326021006|马家庄|村|
142326021|142326021007|高家山|村|
142326021|142326021008|高家塔|村|
142326021|142326021009|前墕|村|
142326021|142326021010|马家山|村|
142326021|142326021011|人杰墕|村|
142326021|142326021012|中兴社|村|
142326021|142326021013|索达干|村|
142326021|142326021014|张家港|村|
142326021|142326021015|马家岭|村|
142326021|142326021016|白家墕|村|
142326021|142326021017|寨上|村|
142326021|142326021018|冯家会|村|
142326021|142326021019|高家坪|村|
142326021|142326021020|西山上|村|
142326021|142326021021|前后山|村|
142326021|142326021022|候台|村|
142326021|142326021023|樊家沟|村|
142326021|142326021024|尧昌里|村|
142326021|142326021025|碛口|村|
142326021|142326021026|西湾|村|
142326021|142326021027|寨子坪|村|
142326021|142326021028|冯家塔|村|
142326021|142326021029|马杓峁|村|
142326021|142326021030|李家山|村|
142326021|142326021031|陈家垣|村|
142326021|142326021032|西头|村|
142326021|142326021033|寨子山|村|
142326021|142326021034|白家山|村|
142326021|142326021035|陈家圪垛|村|
142326021|142326021036|墕头|村|
142326021|142326021037|下塔|村|
142326021|142326021038|向阳|村|
142326021|142326021039|垣上|村|
142326021|142326021040|陈家山|村|
142326021|142326021041|霍家沟|村|
142326021|142326021042|香草|村|
142326022|142326022001|乔麦斜|村|
142326022|142326022002|新民|村|
142326022|142326022003|徐家墕|村|
142326022|142326022004|杏洼|村|
142326022|142326022005|兴仁里|村|
142326022|142326022006|薛家圪台|村|
142326022|142326022007|白草|村|
142326022|142326022008|张家墕|村|
142326022|142326022009|寨峁上|村|
142326022|142326022010|郝家塔|村|
142326022|142326022011|高家圪台|村|
142326022|142326022012|林家坪|村|
142326022|142326022013|光明|村|
142326022|142326022014|马罗塔|村|
142326022|142326022015|杨家山|村|
142326022|142326022016|林家墕|村|
142326022|142326022017|薛家墕|村|
142326022|142326022018|滴水局|村|
142326022|142326022019|高家山|村|
142326022|142326022020|庄上|村|
142326022|142326022021|麻墕|村|
142326022|142326022022|苏家坡|村|
142326022|142326022023|白家峁|村|
142326022|142326022024|兴旺山|村|
142326022|142326022025|丰山|村|
142326022|142326022026|南沟|村|
142326023|142326023001|郝家山|村|
142326023|142326023002|高家墕|村|
142326023|142326023003|段家塔|村|
142326023|142326023004|高崖头|村|
142326023|142326023005|樊家山|村|
142326023|142326023006|水源|村|
142326023|142326023007|工农庄|村|
142326023|142326023008|贺家洼|村|
142326023|142326023009|刘家庄|村|
142326023|142326023010|立新庄|村|
142326023|142326023011|双坪上|村|
142326023|142326023012|渠家坡|村|
142326023|142326023013|高家庄|村|
142326023|142326023014|小塔则|村|
142326023|142326023015|大井塔|村|
142326023|142326023016|前后塔|村|
142327001|142327001001|双耳则|村|
142327001|142327001002|任家山|村|
142327001|142327001003|韩家垣|村|
142327001|142327001004|荣西|村|
142327001|142327001005|大庄|村|
142327001|142327001006|兴龙湾|村|
142327001|142327001007|曹家塔|村|
142327001|142327001008|王家沟|村|
142327001|142327001009|南洼|村|
142327001|142327001010|南墕|村|
142327001|142327001011|下曹家坡|村|
142327001|142327001012|刘家山|村|
142327001|142327001013|佐主|村|
142327001|142327001014|王家洼|村|
142327001|142327001015|新民|村|
142327001|142327001016|荣洼|村|
142327002|142327002001|小垣则|村|
142327002|142327002002|后冯家沟|村|
142327002|142327002003|车则坂|村|
142327002|142327002004|石安|村|
142327002|142327002005|西坡|村|
142327002|142327002006|贺龙沟|村|
142327002|142327002007|薛家坪|村|
142327002|142327002008|郝家塔|村|
142327002|142327002009|前冯家沟|村|
142327002|142327002010|王坪墕|村|
142327002|142327002011|王家墕|村|
142327002|142327002012|五里后|村|
142327002|142327002013|柳家坡|村|
142327002|142327002014|柳家庄|村|
142327002|142327002015|孟门|村|
142327002|142327002016|小河沟|村|
142327002|142327002017|高家塔|村|
142327002|142327002018|郭家山|村|
142327002|142327002019|马家塔|村|
142327002|142327002020|白家墕|村|
142327002|142327002021|后南坡|村|
142327002|142327002022|穆家坡|村|
142327002|142327002023|耀头|村|
142327002|142327002024|吉家塔|村|
142327002|142327002025|和睦村|村|
142327002|142327002026|郭枣林|村|
142327002|142327002027|大东庄|村|
142327002|142327002028|罗家庄|村|
142327002|142327002029|郭家塔|村|
142327002|142327002030|刘家圪垯|村|
142327003|142327003001|邓家洼|村|
142327003|142327003002|田家坡|村|
142327003|142327003003|官庄垣|村|
142327003|142327003004|张家庄|村|
142327003|142327003005|邓家庄|村|
142327003|142327003006|马家梁|村|
142327003|142327003007|成家庄|村|
142327003|142327003008|赤木洼|村|
142327003|142327003009|下段段|村|
142327003|142327003010|化舍|村|
142327003|142327003011|牛家川|村|
142327003|142327003012|双洼|村|
142327003|142327003013|张家塔|村|
142327003|142327003014|王家坡|村|
142327003|142327003015|李家洼|村|
142327003|142327003016|高家洼|村|
142327003|142327003017|下垣则|村|
142327003|142327003018|村王|村|
142327003|142327003019|艾掌|村|
142327003|142327003020|聚则塔|村|
142327004|142327004001|刘家山|村|
142327004|142327004002|北洼|村|
142327004|142327004003|寨则上|村|
142327004|142327004004|红管|村|
142327004|142327004005|王家岭|村|
142327004|142327004006|车家塔|村|
142327004|142327004007|柿则垣|村|
142327004|142327004008|刘家垣|村|
142327004|142327004009|枣林|村|
142327004|142327004010|冯家垣|村|
142327004|142327004011|裴家垣|村|
142327004|142327004012|李新|村|
142327004|142327004013|李家墕|村|
142327004|142327004014|下龙花垣|村|
142327004|142327004015|贾家垣|村|
142327004|142327004016|德岗垣|村|
142327004|142327004017|曹家沟|村|
142327004|142327004018|梁家渠|村|
142327004|142327004019|龙花垣|村|
142327004|142327004020|韩家峪|村|
142327004|142327004021|龙沟|村|
142327005|142327005001|雅沟|村|
142327005|142327005002|胡家垣|村|
142327005|142327005003|碾则山|村|
142327005|142327005004|东窊|村|
142327005|142327005005|薛家湾|村|
142327005|142327005006|穆家墕|村|
142327005|142327005007|于家沟|村|
142327005|142327005008|屈家沟|村|
142327005|142327005009|王家山|村|
142327005|142327005010|后山垣|村|
142327005|142327005011|户掌垣|村|
142327005|142327005012|毛家庄|村|
142327005|142327005013|杨家港|村|
142327005|142327005014|王家庄|村|
142327005|142327005015|杜家垣|村|
142327005|142327005016|刘家墕头|村|
142327005|142327005017|寨东|村|
142327005|142327005018|贺昌|村|
142327005|142327005019|青龙|村|
142327005|142327005020|上青龙|村|
142327005|142327005021|龙门会|村|
142327005|142327005022|庙湾|村|
142327005|142327005023|锄沟|村|
142327005|142327005024|双兴|村|
142327006|142327006001|下白霜|村|
142327006|142327006002|上白霜|村|
142327006|142327006003|王家会|村|
142327006|142327006004|梁家会|村|
142327006|142327006005|蔡家沟|村|
142327006|142327006006|李家湾|村|
142327006|142327006007|圪垛|村|
142327006|142327006008|韩家坡|村|
142327007|142327007001|后河底|村|
142327007|142327007002|前东山|村|
142327007|142327007003|石西|村|
142327007|142327007004|马家山|村|
142327007|142327007005|琵琶|村|
142327007|142327007006|好学|村|
142327007|142327007007|呼家垣|村|
142327007|142327007008|郭家塔|村|
142327007|142327007009|刘家垣|村|
142327007|142327007010|上庄|村|
142327008|142327008001|斜则|村|
142327008|142327008002|港村|村|
142327008|142327008003|大凤山|村|
142327008|142327008004|郝家津|村|
142327008|142327008005|墕头|村|
142327008|142327008006|军渡|村|
142327008|142327008007|李家垣|村|
142327008|142327008008|薛家垣|村|
142327008|142327008009|墕哉|村|
142327008|142327008010|后山|村|
142327008|142327008011|薛王山|村|
142327008|142327008012|前大成|村|
142327008|142327008013|后大成|村|
142327008|142327008014|八盘山|村|
142327008|142327008015|高红|村|
142327008|142327008016|薛村|村|
142327008|142327008017|刑家庄|村|
142327008|142327008018|小成村|村|
142327008|142327008019|南坡|村|
142327009|142327009001|张家山|村|
142327009|142327009002|穆村三|村|
142327009|142327009003|穆村二|村|
142327009|142327009004|穆村一|村|
142327009|142327009005|扬家坪|村|
142327009|142327009006|安沟|村|
142327009|142327009007|堡上|村|
142327009|142327009008|沙曲|村|
142327009|142327009009|杜峪|村|
142327010|142327010001|兴盛村|村|
142327010|142327010002|大成垣|村|
142327010|142327010003|郭家沟|村|
142327010|142327010004|南寺沟|村|
142327010|142327010005|宋家寨|村|
142327010|142327010006|穆家窊|村|
142327010|142327010007|阴塔|村|
142327010|142327010008|高家沟|村|
142327010|142327010009|白家塌|村|
142327010|142327010010|贺家坡|村|
142327010|142327010011|王家塔|村|
142327010|142327010012|刘家洼|村|
142327010|142327010013|南阳山|村|
142327010|142327010014|东山|村|
142327010|142327010015|郝家庄|村|
142327010|142327010016|冀家峪|村|
142327011|142327011001|张家湾|村|
142327011|142327011002|山头|村|
142327011|142327011003|庄上|村|
142327011|142327011004|胶泥垄|村|
142327011|142327011005|前元庄|村|
142327011|142327011006|曹家山|村|
142327011|142327011007|付家墕|村|
142327011|142327011008|解家峪|村|
142327011|142327011009|呼家圪台|村|
142327011|142327011010|长峪|村|
142327011|142327011011|杨家峪|村|
142327011|142327011012|辉大峁|村|
142327011|142327011013|双枣圪垯|村|
142327011|142327011014|梨树窊|村|
142327011|142327011015|前安峪|村|
142327011|142327011016|西沟|村|
142327011|142327011017|桃卜则|村|
142327012|142327012001|阎家湾|村|
142327012|142327012002|强家垣|村|
142327012|142327012003|双卜咀|村|
142327012|142327012004|王家庄|村|
142327012|142327012005|龙门垣|村|
142327012|142327012006|西垣|村|
142327012|142327012007|贺家岭|村|
142327012|142327012008|长墕|村|
142327012|142327012009|下寺头|村|
142327012|142327012010|吴村|村|
142327012|142327012011|东垣|村|
142327012|142327012012|贺家社|村|
142327012|142327012013|陈家湾|村|
142327012|142327012014|下罗候|村|
142327012|142327012015|中垣|村|
142327012|142327012016|赵家庄|村|
142327012|142327012017|李家社|村|
142327012|142327012018|石盘上|村|
142327013|142327013001|北辛安|村|
142327013|142327013002|明家墕|村|
142327013|142327013003|前庄上|村|
142327013|142327013004|坂底|村|
142327013|142327013005|下嵋芝|村|
142327013|142327013006|中嵋芝|村|
142327013|142327013007|社科|村|
142327013|142327013008|南辛安|村|
142327013|142327013009|金家庄|村|
142327013|142327013010|曹家崖底|村|
142327013|142327013011|嘉善|村|
142327013|142327013012|王家岭|村|
142327013|142327013013|苏家庄|村|
142327014|142327014001|坪上|村|
142327014|142327014002|坪头|村|
142327014|142327014003|枣洼|村|
142327014|142327014004|沙坪则|村|
142327014|142327014005|康家岭|村|
142327014|142327014006|宋家沟|村|
142327014|142327014007|厚积坡|村|
142327014|142327014008|三交|村|
142327014|142327014009|靳家山|村|
142327014|142327014010|堡则则|村|
142327014|142327014011|下塔上|村|
142327014|142327014012|党家寨|村|
142327014|142327014013|高家墕|村|
142327014|142327014014|杨家坡|村|
142327014|142327014015|苇园沟|村|
142327014|142327014016|宋家垣|村|
142327014|142327014017|长兴|村|
142327014|142327014018|白羊峁|村|
142327015|142327015001|惠家坪|村|
142327015|142327015002|苗吾|村|
142327015|142327015003|寨子湾|村|
142327015|142327015004|高村|村|
142327015|142327015005|下岔沟|村|
142327015|142327015006|柳家沟|村|
142327015|142327015007|畄誉|村|
142327015|142327015008|高家沟|村|
142327015|142327015009|杜家庄|村|
142327015|142327015010|曹家圪垛|村|
142327015|142327015011|杨家沟|村|
142327015|142327015012|张家圪台|村|
142327015|142327015013|陈家庄|村|
142327015|142327015014|下乌林|村|
142327015|142327015015|鸦岔|村|
142327015|142327015016|塔村|村|
142327015|142327015017|刘家圪垯|村|
142327015|142327015018|南沟|村|
142328001|142328001001|许家山|村|
142328001|142328001002|道堡|村|
142328001|142328001003|麦场也|村|
142328001|142328001004|王家垣|村|
142328001|142328001005|曹家垣|村|
142328001|142328001006|李家庄|村|
142328001|142328001007|君子|村|
142328001|142328001008|下庄|村|
142328001|142328001009|曹家坡|村|
142328001|142328001010|柳林四牛头|村|
142328002|142328002001|前土门|村|
142328002|142328002002|后土门|村|
142328002|142328002003|穆家洼|村|
142328002|142328002004|马家山|村|
142328002|142328002005|裴沟|村|
142328002|142328002006|桥子头|村|
142328002|142328002007|刘家洼|村|
142328002|142328002008|曹家峪|村|
142328002|142328002009|永由|村|
142328002|142328002010|郭家河|村|
142328002|142328002011|薛家峪|村|
142328002|142328002012|坪底|村|
142328003|142328003001|转角村|村|
142328003|142328003002|梁家庄|村|
142328003|142328003003|前坡|村|
142328003|142328003004|风头|村|
142328003|142328003005|辛庄|村|
142328003|142328003006|下山|村|
142328003|142328003007|大庄|村|
142328003|142328003008|孙家庄|村|
142328003|142328003009|冯家岭|村|
142328003|142328003010|小蒜|村|
142328003|142328003011|蓬门|村|
142328003|142328003012|田家岔|村|
142328003|142328003013|晋家岔|村|
142328003|142328003014|徐家峪|村|
142328003|142328003015|高家岔|村|
142328003|142328003016|王家畔|村|
142328003|142328003017|兰家沟|村|
142328004|142328004001|义牒|村|
142328004|142328004002|留村|村|
142328004|142328004003|石家坪|村|
142328004|142328004004|张家塌|村|
142328004|142328004005|西峪|村|
142328004|142328004006|褚家峪|村|
142328004|142328004007|下河|村|
142328004|142328004008|圪堵坪|村|
142328004|142328004009|介莫林场|村|
142328005|142328005001|麻庄|村|
142328005|142328005002|甘河|村|
142328005|142328005003|阳崖|村|
142328005|142328005004|龙交|村|
142328005|142328005005|兴东垣|村|
142328005|142328005006|寨子上|村|
142328005|142328005007|下庄河|村|
142328005|142328005008|黑龙沟|村|
142328005|142328005009|德义河|村|
142328005|142328005010|田家山|村|
142328005|142328005011|渠家沟|村|
142328005|142328005012|王家沟|村|
142328005|142328005013|上庄|村|
142328005|142328005014|君庄|村|
142328006|142328006001|贺家洼|村|
142328006|142328006002|张家坡|村|
142328006|142328006003|刘家庄|村|
142328006|142328006004|砚瓦|村|
142328006|142328006005|霍家村|村|
142328006|142328006006|前山|村|
142328006|142328006007|陈家腰|村|
142328006|142328006008|张家河|村|
142328006|142328006009|下洼村|村|
142328006|142328006010|平泉村|村|
142328006|142328006011|法寺村|村|
142328006|142328006012|韦家湾村|村|
142328006|142328006013|白家庄村|村|
142328006|142328006014|高家山|村|
142328007|142328007001|马村|村|
142328007|142328007002|塌子上|村|
142328007|142328007003|刘家塔|村|
142328007|142328007004|马家坪|村|
142328007|142328007005|庄里|村|
142328007|142328007006|西卫|村|
142328007|142328007007|孟家塔|村|
142328007|142328007008|东卫|村|
142328007|142328007009|高家坡|村|
142328007|142328007010|马门庄|村|
142328007|142328007011|木挪|村|
142328007|142328007012|卫子沟|村|
142328007|142328007013|郭村|村|
142328007|142328007014|板桥|村|
142328007|142328007015|王村|村|
142328007|142328007016|塌底|村|
142328007|142328007017|二郎坡|村|
142328007|142328007018|城关|村|
142328007|142328007019|东庄|村|
142328007|142328007020|岔沟|村|
142328007|142328007021|胡家峪|村|
142328007|142328007022|肖家塔|村|
142328007|142328007023|龙台|村|
142328007|142328007024|潭庄|村|
142328007|142328007025|薛家垣|村|
142328007|142328007026|贾家沟|村|
142328007|142328007027|殿底峪|村|
142328007|142328007028|营房|村|
142328007|142328007029|南沟|村|
142328007|142328007030|宋家沟|村|
142328007|142328007031|车家坡|村|
142328007|142328007032|关头|村|
142328008|142328008001|吴家山|村|
142328008|142328008002|前圪垛|村|
142328008|142328008003|东石羊|村|
142328008|142328008004|圪连|村|
142328008|142328008005|温家沟|村|
142328008|142328008006|潘家沟|村|
142328008|142328008007|马家庄|村|
142328008|142328008008|沙窑|村|
142328008|142328008009|泊河|村|
142328008|142328008010|曹村|村|
142328008|142328008011|罗村|村|
142328008|142328008012|贺家沟|村|
142328008|142328008013|霍阳庄|村|
142328008|142328008014|楼家庄|村|
142328008|142328008015|下田庄|村|
142328009|142328009001|呼延山|村|
142328009|142328009002|豆坪|村|
142328009|142328009003|西山|村|
142328009|142328009004|高山|村|
142328009|142328009005|铁头|村|
142328009|142328009006|和合|村|
142328009|142328009007|新社|村|
142328009|142328009008|任家庄|村|
142328009|142328009009|杨家沟|村|
142328009|142328009010|南割毡|村|
142328009|142328009011|张家山|村|
142328009|142328009012|南陀腰|村|
142328009|142328009013|土社|村|
142322001|142322001001|下庄|村|
142322001|142322001002|岳家庄|村|
142322001|142322001003|寨则沟|村|
142322001|142322001004|崖底|村|
142322001|142322001005|李家会|村|
142322001|142322001006|陈家社|村|
142322001|142322001007|麻峪口|村|
142322001|142322001008|王家社|村|
142322001|142322001009|李家庄|村|
142322001|142322001010|林海|村|
142322001|142322001011|陈家庄|村|
142322001|142322001012|下社|村|
142322001|142322001013|温家庄|村|
142322001|142322001014|龙兴|村|
142322001|142322001015|海岸|村|
142322001|142322001016|李家嶂|村|
142322001|142322001017|付家庄|村|
142322001|142322001018|苍尔会|村|
142322001|142322001019|贺家塔|村|
142322001|142322001020|大村|村|
142322001|142322001021|陷家沟|村|
142322001|142322001022|北峪口|村|
142322001|142322001023|开栅|村|
142322001|142322001024|武陵|村|
142322001|142322001025|西峪口|村|
142322001|142322001026|北徐|村|
142322001|142322001027|宋家庄|村|
142322001|142322001028|文倚|村|
142322001|142322001029|中舍|村|
142322001|142322001030|樊家庄|村|
142322002|142322002001|东石侯|村|
142322002|142322002002|新庄|村|
142322002|142322002003|杭城|村|
142322002|142322002004|新立|村|
142322002|142322002005|西城|村|
142322002|142322002006|武良|村|
142322002|142322002007|东城|村|
142322003|142322003001|横沟|村|
142322003|142322003002|温云营|村|
142322003|142322003003|温云|村|
142322003|142322003004|洪义|村|
142322003|142322003005|吴村|村|
142322003|142322003006|南庄|村|
142322003|142322003007|韩弓|村|
142322003|142322003008|汾曲|村|
142322003|142322003009|信贤|村|
142322003|142322003010|麻家堡|村|
142322004|142322004001|西北安|村|
142322004|142322004002|东北安|村|
142322004|142322004003|榆林|村|
142322004|142322004004|北安庄|村|
142322004|142322004005|南安|村|
142322004|142322004006|谢家寨|村|
142322004|142322004007|北胡|村|
142322004|142322004008|小南安|村|
142322004|142322004009|北白家庄|村|
142322004|142322004010|孟家庄|村|
142322004|142322004011|西韩|村|
142322004|142322004012|蔚家堡|村|
142322004|142322004013|西南社|村|
142322004|142322004014|南白|村|
142322004|142322004015|王川堡|村|
142322004|142322004016|郝家堡|村|
142322004|142322004017|阎家堡|村|
142322004|142322004018|西郭家堡|村|
142322004|142322004019|东郭家堡|村|
142322004|142322004020|杨乐堡|村|
142322004|142322004021|西社|村|
142322004|142322004022|高车|村|
142322005|142322005001|大陵山1|村|
142322005|142322005002|庄头|村|
142322005|142322005003|苏家岩|村|
142322005|142322005004|牛家沟|村|
142322005|142322005005|后周|村|
142322005|142322005006|曹家山|村|
142322005|142322005007|吕家山|村|
142322005|142322005008|成家山|村|
142322005|142322005009|贾家山|村|
142322005|142322005010|沿磨|村|
142322005|142322005011|前周|村|
142322005|142322005012|前庄|村|
142322005|142322005013|河底|村|
142322005|142322005014|沟口|村|
142322005|142322005015|南徐|村|
142322005|142322005016|武午|村|
142322005|142322005017|方园|村|
142322005|142322005018|马家庄|村|
142322005|142322005019|大圪堆|村|
142322005|142322005020|泉泉寺|村|
142322005|142322005021|章多|村|
142322005|142322005022|龙泉|村|
142322005|142322005023|桑村营|村|
142322005|142322005024|宜儿|村|
142322005|142322005025|大城南|村|
142322005|142322005026|任家坡|村|
142322005|142322005027|靛头|村|
142322005|142322005028|集灵源|村|
142322005|142322005029|半峪|村|
142322005|142322005030|土堂|村|
142322005|142322005031|北关|村|
142322005|142322005032|桑村|村|
142322005|142322005033|北武家坡|村|
142322005|142322005034|西街|村|
142322005|142322005035|北街|村|
142322005|142322005036|思评|村|
142322005|142322005037|堡子|村|
142322005|142322005038|里洪|村|
142322005|142322005039|西旧|村|
142322005|142322005040|旧城庄|村|
142322005|142322005041|东旧|村|
142322005|142322005042|南峪口|村|
142322005|142322005043|南街|村|
142322005|142322005044|东街|村|
142322005|142322005045|岳村|村|
142322005|142322005046|南关|村|
142322005|142322005047|韩村|村|
142322005|142322005048|冀周|村|
142322006|142322006001|杨家寨|村|
142322006|142322006002|麻家寨|村|
142322006|142322006003|南武|村|
142322006|142322006004|西庄|村|
142322006|142322006005|东庄|村|
142322006|142322006006|武家寨|村|
142322006|142322006007|北明阳|村|
142322006|142322006008|西明阳|村|
142322006|142322006009|南明阳|村|
142322007|142322007001|北贤|村|
142322007|142322007002|大象|村|
142322007|142322007003|保贤庄|村|
142322007|142322007004|贯家堡|村|
142322007|142322007005|东堡|村|
142322007|142322007006|新崖底|村|
142322007|142322007007|保贤|村|
142322007|142322007008|邢家堡|村|
142322007|142322007009|胡兰|村|
142322007|142322007010|城子|村|
142322007|142322007011|云周村|村|
142322007|142322007012|南胡|村|
142322007|142322007013|索家堡|村|
142322007|142322007014|赵村|村|
142322007|142322007015|王家堡|村|
142322007|142322007016|水寨|村|
142322007|142322007017|伯鱼|村|
142322007|142322007018|上段|村|
142322007|142322007019|段城|村|
142322007|142322007020|上曲|村|
142322007|142322007021|炮守堡|村|
142322007|142322007022|门世|村|
142322007|142322007023|新堡|村|
142322008|142322008001|大陵山2|村|
142322008|142322008002|小南峪|村|
142322008|142322008003|大南峪|村|
142322008|142322008004|南武家坡|村|
142322008|142322008005|中渠|村|
142322008|142322008006|康家堡|村|
142322008|142322008007|神堂|村|
142322008|142322008008|赤峪|村|
142322008|142322008009|孝子渠|村|
142322008|142322008010|牛家垣|村|
142322008|142322008011|河西|村|
142322008|142322008012|马西|村|
142322008|142322008013|穆家寨|村|
142322009|142322009001|乐村|村|
142322009|142322009002|北夏祠|村|
142322009|142322009003|西夏祠|村|
142322009|142322009004|东夏祠|村|
142322009|142322009005|桥头|村|
142322009|142322009006|孝义|村|
142322009|142322009007|马东村|村|
142322009|142322009008|马村|村|
142322009|142322009009|上贤|村|
142322009|142322009010|北武度|村|
142322009|142322009011|南武度|村|
142322009|142322009012|平陶|村|
142322010|142322010001|西宜亭|村|
142322010|142322010002|东宜亭|村|
142322010|142322010003|北张|村|
