 |14|山西省| |省| |SHENG| |101|0|2
141102008|141102008005|新舍窠| |村| |CUN| |105|0|12
141102008|141102008006|红眼川| |村| |CUN| |105|0|12
141102008|141102008007|殷家山| |村| |CUN| |105|0|12
141102008|141102008008|贾北里| |村| |CUN| |105|0|12
141102008|141102008009|新崖上| |村| |CUN| |105|0|12
141102008|141102008010|唐则墕| |村| |CUN| |105|0|12
141102008|141102008011|霍家坡| |村| |CUN| |105|0|12
141102009|141102009001|界峁| |村| |CUN| |105|0|12
141102009|141102009002|高崖湾| |村| |CUN| |105|0|12
141102009|141102009003|沙会则| |村| |CUN| |105|0|12
141102009|141102009004|苏家| |村| |CUN| |105|0|12
141102009|141102009005|吉家| |村| |CUN| |105|0|12
141102009|141102009006|马家| |村| |CUN| |105|0|12
141102009|141102009007|后马家| |村| |CUN| |105|0|12
141102009|141102009008|下搂桥| |村| |CUN| |105|0|12
141102009|141102009009|盘龙塔| |村| |CUN| |105|0|12
141102009|141102009010|穆问| |村| |CUN| |105|0|12
141102009|141102009011|田家会| |村| |CUN| |105|0|12
141102009|141102009012|五里铺| |村| |CUN| |105|0|12
141102009|141102009013|上楼桥| |村| |CUN| |105|0|12
141102009|141102009014|车家湾| |村| |CUN| |105|0|12
141102009|141102009015|义居| |村| |CUN| |105|0|12
141102010|141102010001|兔坪| |村| |CUN| |105|0|12
141102010|141102010002|下王营| |村| |CUN| |105|0|12
141102010|141102010003|油房坪| |村| |CUN| |105|0|12
141102010|141102010004|陈家塔| |村| |CUN| |105|0|12
141102010|141102010005|上丰| |村| |CUN| |105|0|12
141102010|141102010006|王营庄| |村| |CUN| |105|0|12
141102010|141102010007|任家塔| |村| |CUN| |105|0|12
141102010|141102010008|上四皓| |村| |CUN| |105|0|12
141102010|141102010009|李家沟| |村| |CUN| |105|0|12
141102010|141102010010|李家湾| |村| |CUN| |105|0|12
141102010|141102010011|下罗卜| |村| |CUN| |105|0|12
141102010|141102010012|吴城镇| |村| |CUN| |105|0|12
141102010|141102010013|九里湾| |村| |CUN| |105|0|12
141102010|141102010014|下三交| |村| |CUN| |105|0|12
141102010|141102010015|上三交| |村| |CUN| |105|0|12
141102010|141102010016|上罗卜| |村| |CUN| |105|0|12
141102011|141102011002|段家坪| |村| |CUN| |105|0|12
141102011|141102011003|刘家湾| |村| |CUN| |105|0|12
141102011|141102011004|卧牛墕| |村| |CUN| |105|0|12
141102011|141102011005|徐家沟| |村| |CUN| |105|0|12
141102011|141102011006|王文庄| |村| |CUN| |105|0|12
141102011|141102011007|大士河| |村| |CUN| |105|0|12
141102011|141102011008|马茂庄| |村| |CUN| |105|0|12
141102011|141102011009|潘家沟| |村| |CUN| |105|0|12
141102011|141102011010|南关| |村| |CUN| |105|0|12
141102011|141102011011|圪瘩上| |村| |CUN| |105|0|12
141102012|141102012002|七里滩| |村| |CUN| |105|0|12
141102012|141102012003|王家庄| |村| |CUN| |105|0|12
141102012|141102012004|刘家庄| |村| |CUN| |105|0|12
141102012|141102012005|张家庄| |村| |CUN| |105|0|12
141102012|141102012006|东关| |村| |CUN| |105|0|12
141102012|141102012007|杨家掌| |村| |CUN| |105|0|12
141102012|141102012008|前瓦窑坡| |村| |CUN| |105|0|12
141102012|141102012009|后瓦窑坡| |村| |CUN| |105|0|12
141124001|141124001001|枣树焉村| |村| |CUN| |105|0|12
141124001|141124001002|周家沟村| |村| |CUN| |105|0|12
141124001|141124001003|麻峪沟村| |村| |CUN| |105|0|12
141124001|141124001004|胡家庄村| |村| |CUN| |105|0|12
141124001|141124001005|曹家沟村| |村| |CUN| |105|0|12
141124001|141124001006|李家洼村| |村| |CUN| |105|0|12
141124001|141124001007|水道洼村| |村| |CUN| |105|0|12
141124001|141124001008|第八堡村| |村| |CUN| |105|0|12
141124001|141124001009|杨家洼村| |村| |CUN| |105|0|12
141124001|141124001010|柴段咀村| |村| |CUN| |105|0|12
141124001|141124001011|西洼村| |村| |CUN| |105|0|12
141124001|141124001012|桃堡洼村| |村| |CUN| |105|0|12
141124001|141124001013|新庄则村| |村| |CUN| |105|0|12
141124001|141124001014|地灵山村| |村| |CUN| |105|0|12
141124001|141124001015|马家湾村| |村| |CUN| |105|0|12
141124001|141124001016|马安梁村| |村| |CUN| |105|0|12
141124001|141124001017|贺家墕村| |村| |CUN| |105|0|12
141124001|141124001018|郝林甲村| |村| |CUN| |105|0|12
141124001|141124001019|雷家沟村| |村| |CUN| |105|0|12
141124001|141124001020|武家庄村| |村| |CUN| |105|0|12
141124002|141124002001|白家庄| |村| |CUN| |105|0|12
141124002|141124002002|薛家塔| |村| |CUN| |105|0|12
141124002|141124002003|开化| |村| |CUN| |105|0|12
141124002|141124002004|双井沟| |村| |CUN| |105|0|12
141124002|141124002005|刘家塔| |村| |CUN| |105|0|12
141124002|141124002006|张家湾| |村| |CUN| |105|0|12
141124002|141124002007|乔坊沟| |村| |CUN| |105|0|12
141124002|141124002008|独路沟| |村| |CUN| |105|0|12
141124002|141124002009|张阳沟| |村| |CUN| |105|0|12
141124002|141124002010|薛家峁| |村| |CUN| |105|0|12
141124002|141124002011|张阳会| |村| |CUN| |105|0|12
141124002|141124002012|雷家碛| |村| |CUN| |105|0|12
141124002|141124002013|贺家洼| |村| |CUN| |105|0|12
141124002|141124002014|新化| |村| |CUN| |105|0|12
141124002|141124002015|王家坪| |村| |CUN| |105|0|12
141124002|141124002016|乔家坪| |村| |CUN| |105|0|12
141124003|141124003001|柳塔| |村| |CUN| |105|0|12
141124003|141124003002|上白塔| |村| |CUN| |105|0|12
141124003|141124003003|青条山| |村| |CUN| |105|0|12
141124003|141124003004|福利沟| |村| |CUN| |105|0|12
141124003|141124003005|李家塔| |村| |CUN| |105|0|12
141124003|141124003006|刘落塔| |村| |CUN| |105|0|12
141124003|141124003007|梁家会| |村| |CUN| |105|0|12
141124003|141124003008|湾里| |村| |CUN| |105|0|12
141124003|141124003009|寺沟| |村| |CUN| |105|0|12
141124003|141124003010|刘家圪堎| |村| |CUN| |105|0|12
141124003|141124003011|下会| |村| |CUN| |105|0|12
141124003|141124003012|上会| |村| |CUN| |105|0|12
141124003|141124003013|董家沟| |村| |CUN| |105|0|12
141124003|141124003014|洼头| |村| |CUN| |105|0|12
141124003|141124003015|下白塔| |村| |CUN| |105|0|12
141124003|141124003016|白家沟| |村| |CUN| |105|0|12
141124003|141124003017|槐树坪| |村| |CUN| |105|0|12
141124003|141124003018|师庄| |村| |CUN| |105|0|12
141124003|141124003019|董家墕| |村| |CUN| |105|0|12
141124003|141124003020|寨上| |村| |CUN| |105|0|12
141124003|141124003021|青凉寺| |村| |CUN| |105|0|12
141124003|141124003022|窑坪墕| |村| |CUN| |105|0|12
141124003|141124003023|穆家坪| |村| |CUN| |105|0|12
141124003|141124003024|谢家沟| |村| |CUN| |105|0|12
141124003|141124003025|武家沟| |村| |CUN| |105|0|12
141124003|141124003026|青蒿墕| |村| |CUN| |105|0|12
141124003|141124003027|月家沟| |村| |CUN| |105|0|12
141124003|141124003028|天洼| |村| |CUN| |105|0|12
141124003|141124003029|大石吉| |村| |CUN| |105|0|12
141124004|141124004001|杨家庄| |村| |CUN| |105|0|12
141124004|141124004002|徐家塔| |村| |CUN| |105|0|12
141124004|141124004003|白家圪达| |村| |CUN| |105|0|12
141124004|141124004004|贺家坡| |村| |CUN| |105|0|12
141124004|141124004005|张家湾| |村| |CUN| |105|0|12
141124004|141124004006|白文| |村| |CUN| |105|0|12
141124004|141124004007|李家湾| |村| |CUN| |105|0|12
141124004|141124004008|梁家湾| |村| |CUN| |105|0|12
141124004|141124004009|双元会| |村| |CUN| |105|0|12
141124004|141124004010|口口| |村| |CUN| |105|0|12
141124004|141124004011|杏花沟| |村| |CUN| |105|0|12
141124004|141124004012|中庄| |村| |CUN| |105|0|12
141124004|141124004013|赤普浪| |村| |CUN| |105|0|12
141124004|141124004014|宋家圪台| |村| |CUN| |105|0|12
141124004|141124004015|曜头| |村| |CUN| |105|0|12
141124004|141124004016|南庄| |村| |CUN| |105|0|12
141124004|141124004017|海则头| |村| |CUN| |105|0|12
141124004|141124004018|故县| |村| |CUN| |105|0|12
141124004|141124004019|卜家岩| |村| |CUN| |105|0|12
141124004|141124004020|郝家坡| |村| |CUN| |105|0|12
141124004|141124004021|秦家坪| |村| |CUN| |105|0|12
141124004|141124004022|小吴家湾| |村| |CUN| |105|0|12
141124004|141124004023|徐家沟| |村| |CUN| |105|0|12
141124004|141124004024|张朝| |村| |CUN| |105|0|12
141124004|141124004025|铁芦沟| |村| |CUN| |105|0|12
141124004|141124004026|花畔沟| |村| |CUN| |105|0|12
141124004|141124004027|阳坡| |村| |CUN| |105|0|12
141124004|141124004028|瓦舍沟| |村| |CUN| |105|0|12
141124004|141124004029|桐村| |村| |CUN| |105|0|12
141124004|141124004030|庙坪| |村| |CUN| |105|0|12
141124004|141124004031|郝峪塔| |村| |CUN| |105|0|12
141124004|141124004032|白道坪| |村| |CUN| |105|0|12
141124004|141124004033|古道坡| |村| |CUN| |105|0|12
141124004|141124004034|吴家湾| |村| |CUN| |105|0|12
141124004|141124004035|畔沟| |村| |CUN| |105|0|12
141124004|141124004036|石家塔| |村| |CUN| |105|0|12
141124004|141124004037|湖家梁| |村| |CUN| |105|0|12
141124005|141124005001|武家坪| |村| |CUN| |105|0|12
141124005|141124005002|南岭上| |村| |CUN| |105|0|12
141124005|141124005003|靳家沟| |村| |CUN| |105|0|12
141124005|141124005004|候家岩| |村| |CUN| |105|0|12
141124005|141124005005|王家庄| |村| |CUN| |105|0|12
141124005|141124005006|松峪| |村| |CUN| |105|0|12
141124005|141124005007|太坪| |村| |CUN| |105|0|12
141124005|141124005008|问家沟| |村| |CUN| |105|0|12
141124005|141124005009|西会| |村| |CUN| |105|0|12
141124005|141124005010|小马坊| |村| |CUN| |105|0|12
141124005|141124005011|城庄| |村| |CUN| |105|0|12
141124005|141124005012|阳宇会| |村| |CUN| |105|0|12
141124005|141124005013|大有头| |村| |CUN| |105|0|12
141124005|141124005014|上城庄| |村| |CUN| |105|0|12
141124005|141124005015|东柏村| |村| |CUN| |105|0|12
141124005|141124005016|明旺塔| |村| |CUN| |105|0|12
141124005|141124005017|郑家湾| |村| |CUN| |105|0|12
141124005|141124005018|刘家山| |村| |CUN| |105|0|12
141124005|141124005019|赤崖会| |村| |CUN| |105|0|12
141124005|141124005020|大居| |村| |CUN| |105|0|12
141124005|141124005021|杨寨| |村| |CUN| |105|0|12
141124005|141124005022|前南峪| |村| |CUN| |105|0|12
141124005|141124005023|后南峪| |村| |CUN| |105|0|12
141124005|141124005024|程家塔| |村| |CUN| |105|0|12
141124005|141124005025|石盘头| |村| |CUN| |105|0|12
141124005|141124005026|曹家岭| |村| |CUN| |105|0|12
141124005|141124005027|务周会| |村| |CUN| |105|0|12
141124005|141124005028|郝家湾| |村| |CUN| |105|0|12
141124006|141124006001|蔡家洼| |村| |CUN| |105|0|12
141124006|141124006002|高家湾| |村| |CUN| |105|0|12
141124006|141124006003|靳家洼| |村| |CUN| |105|0|12
141124006|141124006004|庞家庄| |村| |CUN| |105|0|12
141124006|141124006005|桑树峁| |村| |CUN| |105|0|12
141124006|141124006006|乔家圪台| |村| |CUN| |105|0|12
141124006|141124006007|克虎| |村| |CUN| |105|0|12
141124006|141124006008|郭家垛| |村| |CUN| |105|0|12
141124006|141124006009|张羊峁| |村| |CUN| |105|0|12
141124006|141124006010|王家圪垛| |村| |CUN| |105|0|12
141124006|141124006011|杜家圪垛| |村| |CUN| |105|0|12
141124006|141124006012|崔家垛| |村| |CUN| |105|0|12
141124006|141124006013|薛家垛| |村| |CUN| |105|0|12
141124007|141124007001|曹家畔| |村| |CUN| |105|0|12
141124007|141124007002|陆家沟| |村| |CUN| |105|0|12
141124007|141124007003|周家墕| |村| |CUN| |105|0|12
141124007|141124007004|庄头| |村| |CUN| |105|0|12
141124007|141124007005|张家沟| |村| |CUN| |105|0|12
141124007|141124007006|高家圪棱| |村| |CUN| |105|0|12
141124007|141124007007|刘泉则沟| |村| |CUN| |105|0|12
141124007|141124007008|高家沟| |村| |CUN| |105|0|12
141124007|141124007009|岔沟| |村| |CUN| |105|0|12
141124007|141124007010|柴家沟| |村| |CUN| |105|0|12
141124007|141124007011|张山坪| |村| |CUN| |105|0|12
141124007|141124007012|常家墕| |村| |CUN| |105|0|12
141124007|141124007013|王家峪| |村| |CUN| |105|0|12
141124007|141124007014|兔板镇| |村| |CUN| |105|0|12
141124007|141124007015|柴家岔| |村| |CUN| |105|0|12
141124007|141124007016|常胜塔| |村| |CUN| |105|0|12
141124007|141124007017|薛家洼| |村| |CUN| |105|0|12
141124007|141124007018|大岭上| |村| |CUN| |105|0|12
141124007|141124007019|丛条棱| |村| |CUN| |105|0|12
141124007|141124007020|房家沟| |村| |CUN| |105|0|12
141124007|141124007021|寺头| |村| |CUN| |105|0|12
141124007|141124007022|圪凹头| |村| |CUN| |105|0|12
141124007|141124007023|高家山| |村| |CUN| |105|0|12
141124007|141124007024|西乔家洼| |村| |CUN| |105|0|12
141124007|141124007025|庄洼| |村| |CUN| |105|0|12
141124007|141124007026|砖瓦| |村| |CUN| |105|0|12
141124007|141124007027|刘家山| |村| |CUN| |105|0|12
141124007|141124007028|裴家局| |村| |CUN| |105|0|12
141124007|141124007029|槐树墕| |村| |CUN| |105|0|12
141124007|141124007030|团周坪| |村| |CUN| |105|0|12
141124007|141124007031|水槽沟| |村| |CUN| |105|0|12
141124007|141124007032|张家沟| |村| |CUN| |105|0|12
141124007|141124007033|张家峁| |村| |CUN| |105|0|12
141124007|141124007034|乔家坪| |村| |CUN| |105|0|12
141124007|141124007035|薛家畔| |村| |CUN| |105|0|12
141124007|141124007036|香草墕| |村| |CUN| |105|0|12
141124007|141124007037|前沟| |村| |CUN| |105|0|12
141124007|141124007038|白家里| |村| |CUN| |105|0|12
141124007|141124007039|中舍| |村| |CUN| |105|0|12
141124007|141124007040|杜家洼| |村| |CUN| |105|0|12
141124007|141124007041|苗家墕| |村| |CUN| |105|0|12
141124007|141124007042|椿树圪橯| |村| |CUN| |105|0|12
141124007|141124007043|郭家里| |村| |CUN| |105|0|12
141124007|141124007044|槐洼| |村| |CUN| |105|0|12
141124007|141124007045|窑沟| |村| |CUN| |105|0|12
141124007|141124007046|安家里| |村| |CUN| |105|0|12
141124007|141124007047|西洼| |村| |CUN| |105|0|12
141124007|141124007048|乔家洼| |村| |CUN| |105|0|12
141124007|141124007049|刘家洼| |村| |CUN| |105|0|12
141124007|141124007050|向阳村| |村| |CUN| |105|0|12
141124007|141124007051|刘家沟| |村| |CUN| |105|0|12
141124007|141124007052|九元沟| |村| |CUN| |105|0|12
141124008|141124008001|唐家沟| |村| |CUN| |105|0|12
141124008|141124008002|杜家沟| |村| |CUN| |105|0|12
141124008|141124008003|化林| |村| |CUN| |105|0|12
141124008|141124008004|后白家沟| |村| |CUN| |105|0|12
141124008|141124008005|前白家沟| |村| |CUN| |105|0|12
141124008|141124008006|上西坡| |村| |CUN| |105|0|12
141124008|141124008007|陈家庄| |村| |CUN| |105|0|12
141124008|141124008008|万安里| |村| |CUN| |105|0|12
141124008|141124008009|万安坪| |村| |CUN| |105|0|12
141124008|141124008010|前李家沟| |村| |CUN| |105|0|12
141124008|141124008011|后李家沟| |村| |CUN| |105|0|12
141124008|141124008012|泥沟| |村| |CUN| |105|0|12
141124008|141124008013|郭家岔| |村| |CUN| |105|0|12
141124008|141124008014|后麻峪| |村| |CUN| |105|0|12
141124008|141124008015|黄白塔| |村| |CUN| |105|0|12
141124008|141124008016|赵家石岩| |村| |CUN| |105|0|12
141124008|141124008017|田家沟| |村| |CUN| |105|0|12
141124008|141124008018|前月镜| |村| |CUN| |105|0|12
141124008|141124008019|后月镜| |村| |CUN| |105|0|12
141124008|141124008020|王家里| |村| |CUN| |105|0|12
141124008|141124008021|前麻峪| |村| |CUN| |105|0|12
141124008|141124008022|城关| |村| |CUN| |105|0|12
141124008|141124008023|柏树沟| |村| |CUN| |105|0|12
141124008|141124008024|东峪沟| |村| |CUN| |105|0|12
141124008|141124008025|贺家沟| |村| |CUN| |105|0|12
141124008|141124008026|治花泉| |村| |CUN| |105|0|12
141124008|141124008027|槐树塔| |村| |CUN| |105|0|12
141124008|141124008028|南塔| |村| |CUN| |105|0|12
141124008|141124008029|东峁| |村| |CUN| |105|0|12
141124008|141124008030|前甘泉| |村| |CUN| |105|0|12
141124008|141124008031|后甘泉| |村| |CUN| |105|0|12
141124008|141124008032|郭家沟| |村| |CUN| |105|0|12
141124008|141124008033|薛家墕| |村| |CUN| |105|0|12
141124008|141124008034|寺家塔| |村| |CUN| |105|0|12
141124008|141124008035|都督| |村| |CUN| |105|0|12
141124009|141124009001|王家庄| |村| |CUN| |105|0|12
141124009|141124009002|枣庄| |村| |CUN| |105|0|12
141124009|141124009003|普连| |村| |CUN| |105|0|12
141124009|141124009004|刘家里| |村| |CUN| |105|0|12
141124009|141124009005|开阳| |村| |CUN| |105|0|12
141124009|141124009006|柏岭上| |村| |CUN| |105|0|12
141124009|141124009007|王圪堆| |村| |CUN| |105|0|12
141124009|141124009008|刘家沟| |村| |CUN| |105|0|12
141124009|141124009009|嵩局则| |村| |CUN| |105|0|12
141124009|141124009010|曹家甲| |村| |CUN| |105|0|12
141124009|141124009011|后曲峪| |村| |CUN| |105|0|12
141124009|141124009012|前曲峪| |村| |CUN| |105|0|12
141124009|141124009013|窑则洼| |村| |CUN| |105|0|12
141124009|141124009014|麻洼| |村| |CUN| |105|0|12
141124009|141124009015|岩窑上| |村| |CUN| |105|0|12
141124009|141124009016|李家庄| |村| |CUN| |105|0|12
141124009|141124009017|印斗峁| |村| |CUN| |105|0|12
141124009|141124009018|李家沟| |村| |CUN| |105|0|12
141124009|141124009019|前塔| |村| |CUN| |105|0|12
141124009|141124009020|刘家洼| |村| |CUN| |105|0|12
141124009|141124009021|后塔| |村| |CUN| |105|0|12
141124009|141124009022|芦则峁| |村| |CUN| |105|0|12
141124009|141124009023|白道峪| |村| |CUN| |105|0|12
141124009|141124009024|李家甲| |村| |CUN| |105|0|12
141124009|141124009025|高家洼| |村| |CUN| |105|0|12
141124009|141124009026|郝家洼| |村| |CUN| |105|0|12
141124009|141124009027|瓦窑峁| |村| |CUN| |105|0|12
141124009|141124009028|青家塔| |村| |CUN| |105|0|12
141124009|141124009029|东坡| |村| |CUN| |105|0|12
141124009|141124009030|枣峁上| |村| |CUN| |105|0|12
141124009|141124009031|西洼| |村| |CUN| |105|0|12
141124009|141124009032|小甲头| |村| |CUN| |105|0|12
141124009|141124009033|高家咀| |村| |CUN| |105|0|12
141124009|141124009034|刘家圪垛| |村| |CUN| |105|0|12
141124009|141124009035|郭家洼| |村| |CUN| |105|0|12
141124009|141124009036|韩家山| |村| |CUN| |105|0|12
141124010|141124010001|呼家洼| |村| |CUN| |105|0|12
141124010|141124010002|贺家沟| |村| |CUN| |105|0|12
141124010|141124010003|陈国坪| |村| |CUN| |105|0|12
141124010|141124010004|段贤| |村| |CUN| |105|0|12
141124010|141124010005|苗家墕| |村| |CUN| |105|0|12
141124010|141124010006|杨家山| |村| |CUN| |105|0|12
141124010|141124010007|牧家山| |村| |CUN| |105|0|12
141124010|141124010008|月树岭| |村| |CUN| |105|0|12
141124010|141124010009|乔家山| |村| |CUN| |105|0|12
141124010|141124010010|西山局| |村| |CUN| |105|0|12
141124010|141124010011|石白头| |村| |CUN| |105|0|12
141124010|141124010012|张家山| |村| |CUN| |105|0|12
141124010|141124010013|苗家峁| |村| |CUN| |105|0|12
141124010|141124010014|沈家山| |村| |CUN| |105|0|12
141124010|141124010015|沈家沟| |村| |CUN| |105|0|12
141124010|141124010016|贺家庄| |村| |CUN| |105|0|12
141124010|141124010017|高家咀| |村| |CUN| |105|0|12
141124010|141124010018|柏寨| |村| |CUN| |105|0|12
141124010|141124010019|秦家山| |村| |CUN| |105|0|12
141124010|141124010020|阳洼| |村| |CUN| |105|0|12
141124010|141124010021|衬罗局| |村| |CUN| |105|0|12
141124010|141124010022|务岭| |村| |CUN| |105|0|12
141124010|141124010023|李家洼| |村| |CUN| |105|0|12
141124010|141124010024|庙墕| |村| |CUN| |105|0|12
141124010|141124010025|西丛罗| |村| |CUN| |105|0|12
141124010|141124010026|马安梁| |村| |CUN| |105|0|12
141124010|141124010027|赵墕| |村| |CUN| |105|0|12
141124010|141124010028|寨峁上| |村| |CUN| |105|0|12
141124010|141124010029|化家山| |村| |CUN| |105|0|12
141124010|141124010030|杨家山| |村| |CUN| |105|0|12
141124010|141124010031|高家岭| |村| |CUN| |105|0|12
141124010|141124010032|曹峪坪| |村| |CUN| |105|0|12
141124010|141124010033|杨思局| |村| |CUN| |105|0|12
141124010|141124010034|圪垛| |村| |CUN| |105|0|12
141124010|141124010035|庄头| |村| |CUN| |105|0|12
141124010|141124010036|大岭上| |村| |CUN| |105|0|12
141124010|141124010037|前槽底| |村| |CUN| |105|0|12
141124010|141124010038|柳家山| |村| |CUN| |105|0|12
141124010|141124010039|穆家山| |村| |CUN| |105|0|12
141124010|141124010040|王家沟| |村| |CUN| |105|0|12
141124010|141124010041|贺家洼| |村| |CUN| |105|0|12
141124010|141124010042|小王家庄| |村| |CUN| |105|0|12
141124010|141124010043|井道坡| |村| |CUN| |105|0|12
141124010|141124010044|曹家洼| |村| |CUN| |105|0|12
141124011|141124011001|王家沟| |村| |CUN| |105|0|12
141124011|141124011002|后山| |村| |CUN| |105|0|12
141124011|141124011003|武家湾| |村| |CUN| |105|0|12
141124011|141124011004|化成| |村| |CUN| |105|0|12
141124011|141124011005|孝长| |村| |CUN| |105|0|12
141124011|141124011006|冯家会| |村| |CUN| |105|0|12
141124011|141124011007|前南沟| |村| |CUN| |105|0|12
141124011|141124011008|后南沟| |村| |CUN| |105|0|12
141124011|141124011009|上墕| |村| |CUN| |105|0|12
141124011|141124011010|朱家沟| |村| |CUN| |105|0|12
141124011|141124011011|康家坪| |村| |CUN| |105|0|12
141124011|141124011012|后井头| |村| |CUN| |105|0|12
141124011|141124011013|问家山| |村| |CUN| |105|0|12
141124011|141124011014|安家庄| |村| |CUN| |105|0|12
141124011|141124011015|李家沟| |村| |CUN| |105|0|12
141124011|141124011016|高家峁| |村| |CUN| |105|0|12
141124011|141124011017|曹家岔| |村| |CUN| |105|0|12
141124011|141124011018|杜家塔| |村| |CUN| |105|0|12
141124011|141124011019|康家岭| |村| |CUN| |105|0|12
141124011|141124011020|前岭西| |村| |CUN| |105|0|12
141124012|141124012001|刘家圪台| |村| |CUN| |105|0|12
141124012|141124012002|赵家圪台| |村| |CUN| |105|0|12
141124012|141124012003|孙家圪台| |村| |CUN| |105|0|12
141124012|141124012004|任家沟| |村| |CUN| |105|0|12
141124012|141124012005|丁家沟| |村| |CUN| |105|0|12
141124012|141124012006|青塘沟| |村| |CUN| |105|0|12
141124012|141124012007|下西坡| |村| |CUN| |105|0|12
141124012|141124012008|后寨则| |村| |CUN| |105|0|12
141124012|141124012009|暖泉会| |村| |CUN| |105|0|12
141124012|141124012010|白家庄| |村| |CUN| |105|0|12
141124012|141124012011|赵家岔| |村| |CUN| |105|0|12
141124012|141124012012|后青塘| |村| |CUN| |105|0|12
141124012|141124012013|安业| |村| |CUN| |105|0|12
141124012|141124012014|东岭上| |村| |CUN| |105|0|12
141124012|141124012015|前青塘| |村| |CUN| |105|0|12
141124012|141124012016|东胜| |村| |CUN| |105|0|12
141124012|141124012017|郭家墕| |村| |CUN| |105|0|12
141124013|141124013001|榆林| |村| |CUN| |105|0|12
141124013|141124013002|马家庄| |村| |CUN| |105|0|12
141124013|141124013003|王家坪| |村| |CUN| |105|0|12
141124013|141124013004|张家沟| |村| |CUN| |105|0|12
141124013|141124013005|庄则上| |村| |CUN| |105|0|12
141124013|141124013006|大和| |村| |CUN| |105|0|12
141124013|141124013007|康家湾| |村| |CUN| |105|0|12
141124013|141124013008|木瓜坪| |村| |CUN| |105|0|12
141124013|141124013009|角扒山| |村| |CUN| |105|0|12
141124013|141124013010|木钦塔| |村| |CUN| |105|0|12
141124013|141124013011|前长乐| |村| |CUN| |105|0|12
141124013|141124013012|下郭家岭| |村| |CUN| |105|0|12
141124013|141124013013|后长乐| |村| |CUN| |105|0|12
141124013|141124013014|吉家庄| |村| |CUN| |105|0|12
141124013|141124013015|杨家崖| |村| |CUN| |105|0|12
141124013|141124013016|庞庞塔| |村| |CUN| |105|0|12
141124013|141124013017|苗家庄| |村| |CUN| |105|0|12
141124013|141124013018|显崖上| |村| |CUN| |105|0|12
141124013|141124013019|宋家沟| |村| |CUN| |105|0|12
141124014|141124014001|小深墕| |村| |CUN| |105|0|12
141124014|141124014002|石塘会| |村| |CUN| |105|0|12
141124014|141124014003|李家峁| |村| |CUN| |105|0|12
141124014|141124014004|李家坡底| |村| |CUN| |105|0|12
141124014|141124014005|魏家湾| |村| |CUN| |105|0|12
141124014|141124014006|李家塔| |村| |CUN| |105|0|12
141124014|141124014007|柳黄沟| |村| |CUN| |105|0|12
141124014|141124014008|常家坪| |村| |CUN| |105|0|12
141124014|141124014009|成家梁| |村| |CUN| |105|0|12
141124014|141124014010|辛家塔| |村| |CUN| |105|0|12
141124014|141124014011|永丰| |村| |CUN| |105|0|12
141124014|141124014012|辛家塔| |村| |CUN| |105|0|12
141124014|141124014013|孙家圪棱| |村| |CUN| |105|0|12
141124014|141124014014|枣林| |村| |CUN| |105|0|12
141124014|141124014015|杨家圪棱| |村| |CUN| |105|0|12
141124014|141124014016|桑叶则| |村| |CUN| |105|0|12
141124014|141124014017|山刘家庄| |村| |CUN| |105|0|12
141124014|141124014018|郑家沟| |村| |CUN| |105|0|12
141124014|141124014019|郝刘家沟| |村| |CUN| |105|0|12
141124014|141124014020|玉荐| |村| |CUN| |105|0|12
141124014|141124014021|禹家梁| |村| |CUN| |105|0|12
141124014|141124014022|阳泉| |村| |CUN| |105|0|12
141124014|141124014023|圪针湾| |村| |CUN| |105|0|12
141124014|141124014024|枣洼| |村| |CUN| |105|0|12
141124015|141124015001|天洪| |村| |CUN| |105|0|12
141124015|141124015002|马家山| |村| |CUN| |105|0|12
141124015|141124015003|芦子沟| |村| |CUN| |105|0|12
141124015|141124015004|杨家山| |村| |CUN| |105|0|12
141124015|141124015005|刘家山| |村| |CUN| |105|0|12
141124015|141124015006|瓦窑塔| |村| |CUN| |105|0|12
141124015|141124015007|上柏岭集| |村| |CUN| |105|0|12
141124015|141124015008|大王家庄| |村| |CUN| |105|0|12
141124015|141124015009|页岭| |村| |CUN| |105|0|12
141124015|141124015010|杨家坡| |村| |CUN| |105|0|12
141124015|141124015011|郭家塔| |村| |CUN| |105|0|12
141124015|141124015012|丛罗峪镇| |村| |CUN| |105|0|12
141124015|141124015013|下冯家山| |村| |CUN| |105|0|12
141124015|141124015014|上冯家山| |村| |CUN| |105|0|12
141124015|141124015015|郭家山| |村| |CUN| |105|0|12
141124015|141124015016|南塔| |村| |CUN| |105|0|12
141124015|141124015017|麻塔| |村| |CUN| |105|0|12
141124015|141124015018|堡则峪| |村| |CUN| |105|0|12
141124015|141124015019|大王家塔| |村| |CUN| |105|0|12
141124015|141124015020|店墕| |村| |CUN| |105|0|12
141124015|141124015021|小王家塔| |村| |CUN| |105|0|12
141124016|141124016001|候洼| |村| |CUN| |105|0|12
141124016|141124016002|先锋| |村| |CUN| |105|0|12
141124016|141124016003|高家山| |村| |CUN| |105|0|12
141124016|141124016004|李家洼| |村| |CUN| |105|0|12
141124016|141124016005|双柏树| |村| |CUN| |105|0|12
141124016|141124016006|枣洼| |村| |CUN| |105|0|12
141124016|141124016007|前圪地峪| |村| |CUN| |105|0|12
141124016|141124016008|中圪地峪| |村| |CUN| |105|0|12
