 |14|山西省|省|
141182001|141182001033|柏草坡|村|
141182001|141182001034|王盛庄|村|
141182001|141182001035|张家坡|村|
141182001|141182001037|下池家庄|村|
141182001|141182001038|上张家庄|村|
141182001|141182001039|下张家庄|村|
141182001|141182001040|水泉|村|
141182001|141182001041|田褚|村|
141182001|141182001042|崖头|村|
141182001|141182001043|李家沟|村|
141182001|141182001044|圪垛|村|
141182001|141182001045|梁家沟|村|
141182001|141182001046|赵家街|村|
141182001|141182001047|肃静|村|
141182001|141182001048|南崖底|村|
141182001|141182001049|峪口|村|
141182001|141182001050|刘村|村|
141182001|141182001051|堡城寺|村|
141182001|141182001052|宏寺|村|
141182002|141182002001|石老|村|
141182002|141182002002|霍头|村|
141182002|141182002003|山庄头|村|
141182002|141182002004|庄上|村|
141182002|141182002005|小相寨|村|
141182002|141182002006|上堡|村|
141182002|141182002007|安上|村|
141182002|141182002008|武家垣|村|
141182002|141182002009|小相|村|
141182002|141182002010|下堡|村|
141182002|141182002011|杏花西堡|村|
141182002|141182002012|冯郝沟|村|
141182002|141182002013|窑头|村|
141182002|141182002014|辛庄|村|
141182002|141182002015|上庙|村|
141182002|141182002016|张兴村|村|
141182002|141182002017|杏花东堡|村|
141182002|141182002018|永安|村|
141182002|141182002019|官道|村|
141182002|141182002020|杜村|村|
141182003|141182003001|仁岩|村|
141182003|141182003002|艾子|村|
141182003|141182003003|冀村|村|
141182003|141182003004|东马寨|村|
141182003|141182003005|东河头|村|
141182003|141182003006|南浦|村|
141182003|141182003007|唐兴|村|
141182003|141182003008|古贤庄|村|
141182003|141182003009|大会头|村|
141182003|141182003010|东陈家庄|村|
141182003|141182003011|城子|村|
141182003|141182003012|东遥庄|村|
141182003|141182003013|普提庄|村|
141182003|141182003014|西九枝|村|
141182003|141182003015|东宋家庄|村|
141182003|141182003016|东九枝|村|
141182003|141182003017|李家庄|村|
141182003|141182003018|东社|村|
141182003|141182003019|富家庄|村|
141182004|141182004001|谷雨墕|村|
141182004|141182004002|三合庄|村|
141182004|141182004003|原家社|村|
141182004|141182004004|菽禾村|村|
141182004|141182004005|李家庄|村|
141182004|141182004006|西庄|村|
141182004|141182004007|胡家社|村|
141182004|141182004008|西武堡|村|
141182004|141182004009|东武堡|村|
141182004|141182004010|南广城|村|
141182004|141182004011|北广城|村|
141182004|141182004012|东村|村|
141182004|141182004013|下庄|村|
141182004|141182004014|石庄|村|
141182004|141182004015|曹家庄|村|
141182004|141182004017|张家庄|村|
141182004|141182004018|阳泉|村|
141182004|141182004019|后杨寨|村|
141182004|141182004020|前杨寨|村|
141182005|141182005001|王家池|村|
141182005|141182005002|舍科|村|
141182005|141182005003|康家山|村|
141182005|141182005004|色头|村|
141182005|141182005005|田家庄|村|
141182005|141182005006|冯家墕|村|
141182005|141182005007|南泉头|村|
141182005|141182005008|谷丰|村|
141182005|141182005009|裴家庄|村|
141182005|141182005010|紫家墕|村|
141182005|141182005011|南垣活|村|
141182005|141182005012|芦王庄|村|
141182005|141182005013|邓家坪|村|
141182005|141182005014|南偏城|村|
141182005|141182005015|北偏城|村|
141182005|141182005016|北灵浮|村|
141182005|141182005017|南灵浮|村|
141182005|141182005018|后贺家庄|村|
141182005|141182005019|前贺家庄|村|
141182005|141182005020|乔家山|村|
141182005|141182005021|南墕|村|
141182005|141182005022|磁盆沟|村|
141182005|141182005023|杨家庄|村|
141182005|141182005024|中西庄|村|
141182005|141182005025|墕头|村|
141182005|141182005026|北舍|村|
141182005|141182005028|高家庄|村|
141182005|141182005029|韩家垣|村|
141182005|141182005030|靳家庄|村|
141182005|141182005031|中庄|村|
141182005|141182005032|垣头|村|
141182005|141182005033|庄子村|村|
141182006|141182006001|郝家庄|村|
141182006|141182006002|北杨家庄|村|
141182006|141182006003|上林舍|村|
141182006|141182006004|前庄|村|
141182006|141182006005|北赵郡|村|
141182006|141182006006|西庄|村|
141182006|141182006007|安家庄|村|
141182006|141182006008|黄嶂|村|
141182006|141182006009|南赵郡|村|
141182006|141182006010|南庄|村|
141182006|141182006012|下家庄|村|
141182006|141182006013|张家堡|村|
141182006|141182006014|龙泉|村|
141182006|141182006015|杏湾|村|
141182006|141182006016|候家墕|村|
141182006|141182006017|南垣村|村|
141182006|141182006018|兴裕村|村|
141182006|141182006019|南垣寨|村|
141182006|141182006020|河提|村|
141182006|141182006021|郭家庄|村|
141182006|141182006023|芦家垣|村|
141182006|141182006024|万户候|村|
141182006|141182006025|石盘山|村|
141182006|141182006026|南垣底|村|
141182006|141182006027|栗家庄|村|
141182006|141182006028|协和堡|村|
141182006|141182006029|刘家庄|村|
141182006|141182006030|刘家堡|村|
141182006|141182006031|田村|村|
141182006|141182006032|北垣底|村|
141182006|141182006033|花豹里庄|村|
141182006|141182006034|桑枣坡|村|
141182006|141182006035|芦家庄|村|
141182006|141182006036|南花枝|村|
141182006|141182006037|北花枝|村|
141182006|141182006038|石家庄|村|
141182006|141182006039|石塔|村|
141182006|141182006040|河北|村|
141182006|141182006041|牧庄|村|
141182007|141182007001|冯家庄|村|
141182007|141182007002|北门|村|
141182007|141182007003|西关|村|
141182007|141182007004|西门|村|
141182007|141182007005|小向善|村|
141182007|141182007006|大向善|村|
141182008|141182008001|洪南社|村|
141182008|141182008002|南关|村|
141182008|141182008003|东南|村|
141182008|141182008004|东关|村|
141182008|141182008005|昌宁宫|村|
141182008|141182008006|建昌|村|
141182009|141182009001|北关|村|
141182009|141182009002|北关园|村|
141182009|141182009003|籽城坊|村|
141182009|141182009004|东北|村|
141182009|141182009005|古庄|村|
141182009|141182009006|曹新庄|村|
141182010|141182010001|金井|村|
141182010|141182010002|新丰|村|
141182010|141182010003|朝阳坡|村|
141182010|141182010004|后庄化|村|
141182010|141182010005|前庄化|村|
141182010|141182010006|太平|村|
141182010|141182010007|董寺|村|
141182010|141182010008|罗城|村|
141182010|141182010009|小罗城|村|
141182010|141182010010|大相|村|
141182010|141182010011|贾家庄|村|
141182010|141182010012|古浮图|村|
141182010|141182010013|米家庄|村|
141182010|141182010014|北廓村|村|
141182010|141182010015|西陈家庄|村|
141182010|141182010016|古贤|村|
141182010|141182010017|西雷家堡|村|
141182011|141182011001|西马寨|村|
141182011|141182011002|中寨|村|
141182011|141182011003|唐家堡|村|
141182011|141182011004|东雷家堡|村|
141182011|141182011005|孙家庄|村|
141182011|141182011006|望舂|村|
141182011|141182011007|何家庄|村|
141182011|141182011008|宣才堡|村|
141182011|141182011009|义安|村|
141182011|141182011010|肖家庄|村|
141182011|141182011011|八十堡|村|
141182011|141182011012|青堆|村|
141182011|141182011013|高丰|村|
141182011|141182011014|潴城|村|
141182011|141182011015|安头|村|
141182011|141182011016|康宁堡|村|
141182011|141182011017|玉兰|村|
141182012|141182012001|平陆|村|
141182012|141182012002|义丰北|村|
141182012|141182012003|尚文|村|
141182012|141182012004|南石|村|
141182012|141182012005|北石|村|
141182012|141182012006|西赵|村|
141182012|141182012007|东赵|村|
141182012|141182012008|张新堡|村|
141182012|141182012009|义丰南|村|
141182012|141182012010|赵家堡|村|
141182012|141182012011|任家堡|村|
141182012|141182012012|巩村|村|
141182012|141182012013|上庄|村|
141182012|141182012014|北马庄|村|
141182012|141182012015|东石|村|
141182012|141182012016|南马庄|村|
141182012|141182012017|员庄|村|
141182012|141182012018|三泉|村|
141182012|141182012019|南垣|村|
141182012|141182012020|李家街|村|
141182012|141182012021|聂生|村|
141182012|141182012022|段家庄|村|
141182012|141182012023|团城|村|
141182012|141182012024|北榆苑|村|
141182012|141182012025|任义庄|村|
141182012|141182012026|崞村|村|
141182012|141182012027|西贾壁|村|
141182012|141182012028|东贾壁|村|
141182012|141182012029|坂峪|村|
141182012|141182012030|仁道|村|
141182012|141182012031|郭家庄|村|
141182012|141182012032|张多|村|
141182012|141182012033|新贤|村|
141182013|141182013001|文候|村|
141182013|141182013002|乔家庄|村|
141182013|141182013003|西阳城|村|
141182013|141182013004|赵家庄|村|
141182013|141182013005|吴南社|村|
141182013|141182013006|西路家庄|村|
141182013|141182013007|峰南|村|
141182013|141182013008|路家庄|村|
141182013|141182013009|西龙观|村|
141182013|141182013010|东龙观|村|
141182013|141182013011|孝臣|村|
141182013|141182013012|东阳城|村|
141182013|141182013013|见喜|村|
141182013|141182013014|申家堡|村|
141182013|141182013015|北堡|村|
141182013|141182013016|北庄|村|
141182013|141182013017|史家堡|村|
141182013|141182013018|靳屯|村|
141182013|141182013019|田屯|村|
141182013|141182013020|小虢城|村|
141182013|141182013021|西官|村|
141182013|141182013022|东官|村|
141182013|141182013023|董和|村|
141182013|141182013024|东堡|村|
141182013|141182013025|牛庄|村|
141182013|141182013026|干河|村|
141182013|141182013027|节义|村|
141182013|141182013028|虞城|村|
141182013|141182013029|普会|村|
141182013|141182013030|董家庄|村|
141182014|141182014001|白石|村|
141182014|141182014002|南开社|村|
141182014|141182014003|西堡障|村|
141182014|141182014004|东堡障|村|
141182014|141182014005|演武|村|
141182014|141182014006|招贤|村|
141182014|141182014007|辛盖|村|
141182014|141182014008|师家庄|村|
141182014|141182014009|韩家桥|村|
141182014|141182014010|北上达|村|
141182014|141182014011|西河堡|村|
141182014|141182014012|中上达|村|
141182014|141182014013|南上达|村|
141182014|141182014014|北辛庄|村|
141182014|141182014015|西大王|村|
141182014|141182014016|东大王|村|
141182014|141182014017|北小堡|村|
141182014|141182014018|北船头|村|
141122001|141122001003|神尾沟村|村|
141122001|141122001004|柴逯沟村|村|
141122001|141122001005|长立村|村|
141122001|141122001007|张沟村|村|
141122001|141122001009|大草坪村|村|
141122001|141122001015|社堂村|村|
141122001|141122001017|庞泉沟村|村|
141122001|141122001018|山水村|村|
141122001|141122001020|苏家湾村|村|
141122001|141122001022|市庄村|村|
141122002|141122002001|大塔村|村|
141122002|141122002002|李家沟村|村|
141122002|141122002003|杜里会村|村|
141122002|141122002004|鱼儿村|村|
141122002|141122002005|舍科村|村|
141122002|141122002006|贺家沟村|村|
141122002|141122002007|王家沟村|村|
141122002|141122002008|惠家庄村|村|
141122002|141122002009|燕家庄村|村|
141122002|141122002010|冯家沟口村|村|
141122002|141122002011|康家社村|村|
141122002|141122002012|石沙峪口村|村|
141122002|141122002013|东坡底村|村|
141122002|141122002014|逯家岩村|村|
141122003|141122003001|龙江寨村|村|
141122003|141122003002|代家庄村|村|
141122003|141122003003|双家寨村|村|
141122003|141122003004|中庄村|村|
141122003|141122003005|河西庄村|村|
141122003|141122003006|寨则村|村|
141122003|141122003007|石沙庄村|村|
141122003|141122003008|岔口村|村|
141122003|141122003009|张家庄村|村|
141122003|141122003010|胡家沟村|村|
141122003|141122003011|窑儿上村|村|
141122003|141122003012|兑久会村|村|
141122003|141122003013|柏叶口村|村|
141122003|141122003014|会立村|村|
141122003|141122003015|神堂坪村|村|
141122003|141122003016|西落沟村|村|
141122003|141122003017|翟家庄|村|
141122003|141122003018|百草庄|村|
141122003|141122003019|上长斜村|村|
141122003|141122003020|东沟|村|
141122004|141122004001|岭上村|村|
141122004|141122004003|双龙村|村|
141122004|141122004004|寨立村|村|
141122004|141122004007|西坡村|村|
141122004|141122004008|芝兰村|村|
141122004|141122004009|席麻村|村|
141122004|141122004010|树则村|村|
141122004|141122004011|逯沟村|村|
141122004|141122004012|牛头咀|村|
141122004|141122004013|西冶村|村|
141122004|141122004014|东孟村|村|
141122004|141122004017|西孟村|村|
141122004|141122004021|陈台村|村|
141122004|141122004022|榆林村|村|
141122004|141122004024|水峪贯村|村|
141122004|141122004027|青沿村|村|
141122004|141122004029|长树村|村|
141122004|141122004031|鲁沿村|村|
141122004|141122004038|大足底村|村|
141122004|141122004039|大游底村|村|
141122005|141122005001|野则河村|村|
141122005|141122005002|米家庄村|村|
141122005|141122005003|西社2|村|
141122005|141122005004|横岭村|村|
141122005|141122005005|西社3|村|
141122005|141122005006|沙沟村|村|
141122005|141122005007|大岩头村|村|
141122005|141122005008|西社村|村|
141122005|141122005009|东社村|村|
141122005|141122005010|南沟村|村|
141122005|141122005011|阳湾村|村|
141122005|141122005012|塔上村|村|
141122005|141122005013|曲里村|村|
141122005|141122005014|南堡村|村|
141122006|141122006001|裴家山村|村|
141122006|141122006002|范家庄村|村|
141122006|141122006003|洪相村|村|
141122006|141122006004|舍堂村|村|
141122006|141122006005|安定村|村|
141122006|141122006006|成村村|村|
141122006|141122006007|广兴村|村|
141122006|141122006008|广兴2|村|
141122007|141122007001|山怀村|村|
141122007|141122007002|上庄头村|村|
141122007|141122007003|圪垛村|村|
141122007|141122007004|东坡村|村|
141122007|141122007005|寨上村|村|
141122007|141122007006|塔梭村|村|
141122007|141122007007|窑儿头村|村|
141122007|141122007008|光足村|村|
141122007|141122007009|峁底村|村|
141122007|141122007010|横头村|村|
141122007|141122007011|歇马头村|村|
141122007|141122007012|前庄村|村|
141122007|141122007013|山庄头村|村|
141122007|141122007014|马庄村|村|
141122007|141122007015|石家庄村|村|
141122007|141122007016|东雷庄村|村|
141122007|141122007017|峁上村|村|
141122007|141122007018|窑底村|村|
141122007|141122007019|后火山村|村|
141122007|141122007020|申家圪垛村|村|
141122007|141122007021|岭底村|村|
141122007|141122007022|圪洞村|村|
141122007|141122007023|前火山村|村|
141122008|141122008001|覃村村|村|
141122008|141122008002|王村村|村|
141122008|141122008003|夏家营村|村|
141122008|141122008004|义望村|村|
141122008|141122008005|王明寨村|村|
141122008|141122008006|连家寨村|村|
141122008|141122008007|郑村村|村|
141122008|141122008008|段村村|村|
141122008|141122008009|郭家寨村|村|
141122008|141122008010|贺家寨村|村|
141122008|141122008011|王家寨村|村|
141122008|141122008012|温家寨村|村|
141122008|141122008013|贾家寨村|村|
141122008|141122008014|大辛村|村|
141122008|141122008015|辛南村|村|
141122008|141122008016|小辛村|村|
141122009|141122009001|南街2村|村|
141122009|141122009002|田家山村|村|
141122009|141122009003|坡底村|村|
141122009|141122009004|磁窑村|村|
141122009|141122009005|三角村|村|
141122009|141122009006|奈林村|村|
141122009|141122009007|瓦窑村|村|
141122009|141122009008|西街村|村|
141122009|141122009009|东街村|村|
141122009|141122009010|北关村|村|
141122009|141122009011|蒲渠河村|村|
141122009|141122009012|南街村|村|
141122009|141122009013|东关村|村|
141122009|141122009014|下关村|村|
141122009|141122009015|阳渠村|村|
141122009|141122009016|梁家庄村|村|
141122009|141122009017|青村村|村|
141122009|141122009018|杜家庄村|村|
141122009|141122009019|西汾阳村|村|
141122009|141122009020|东汾阳村|村|
141122010|141122010001|大营村|村|
141122010|141122010002|大陵庄村|村|
141122010|141122010003|城头村|村|
141122010|141122010004|石侯村|村|
141122010|141122010005|寨子村|村|
141122010|141122010006|西营村|村|
141122010|141122010007|东营村|村|
141130001|141130001001|阎家山|村|
141130001|141130001002|前务城|村|
141130001|141130001003|响义|村|
141130001|141130001004|石岭后|村|
141130001|141130001005|古桑园|村|
141130001|141130001006|白兑庄|村|
141130001|141130001007|曹家社|村|
141130001|141130001008|庞家洼|村|
141130001|141130001009|郭家掌|村|
141130001|141130001010|樊家沿|村|
141130001|141130001011|城北沟|村|
141130001|141130001012|杏泉|村|
141130002|141130002001|西交子|村|
141130002|141130002002|西宋庄|村|
141130002|141130002003|大麦郊|村|
141130002|141130002004|红焰|村|
141130002|141130002005|冯家港|村|
141130002|141130002006|桃红坡|村|
141130002|141130002007|高家条|村|
141130002|141130002008|齐家庄|村|
141130002|141130002009|元沟|村|
141130002|141130002010|吉子沟|村|
141130003|141130003001|广武庄|村|
141130003|141130003002|后水头|村|
141130003|141130003003|塔上|村|
141130003|141130003004|后峪|村|
