 |14|山西省|省|
141130003|141130003005|水头|村|
141130003|141130003006|安头|村|
141130003|141130003007|腰庄|村|
141130003|141130003008|卫家崖|村|
141130003|141130003009|交口|村|
141130003|141130003010|上庄|村|
141130003|141130003011|铁金|村|
141130003|141130003012|樊家庄|村|
141130004|141130004001|店则沟|村|
141130004|141130004002|西逻|村|
141130004|141130004003|蟠龙庄|村|
141130004|141130004004|梁家沟|村|
141130004|141130004005|神堂底|村|
141130004|141130004006|石口|村|
141130004|141130004007|李家坡|村|
141130004|141130004008|西庄|村|
141130004|141130004009|双池|村|
141130004|141130004010|蔡家沟|村|
141130004|141130004011|长史庄|村|
141130004|141130004012|光桑园|村|
141130004|141130004013|枣林|村|
141130005|141130005001|龙神殿|村|
141130005|141130005002|岭后|村|
141130005|141130005003|蒲依|村|
141130005|141130005004|郭家岭|村|
141130005|141130005005|庄上|村|
141130005|141130005006|下村|村|
141130005|141130005007|石口|村|
141130005|141130005008|丁家墕|村|
141130005|141130005009|阳村堡|村|
141130005|141130005010|川口|村|
141130005|141130005011|岔口|村|
141130005|141130005012|桥上|村|
141130005|141130005013|孔家庄|村|
141130005|141130005014|下蒿城|村|
141130005|141130005015|王家庄|村|
141130005|141130005016|山神峪|村|
141130005|141130005017|贺家庄|村|
141130005|141130005018|张家川|村|
141130005|141130005019|陈家峪|村|
141130006|141130006001|刘外|村|
141130006|141130006002|王润|村|
141130006|141130006003|张家岭|村|
141130006|141130006004|回龙|村|
141130006|141130006005|山头|村|
141130006|141130006006|均庄|村|
141130006|141130006007|茶坊|村|
141130006|141130006008|田庄|村|
141130006|141130006009|窑上|村|
141130006|141130006010|陶上|村|
141130007|141130007001|丁家沟|村|
141130007|141130007002|杨家沟|村|
141130007|141130007003|南故乡|村|
141130007|141130007004|郭家上村|村|
141130007|141130007005|尚家沟|村|
141130007|141130007006|南庄|村|
141130007|141130007007|康城|村|
141130007|141130007008|下仙|村|
141130007|141130007009|支进|村|
141130007|141130007010|田家窊|村|
141130007|141130007011|炭腰吉|村|
141130007|141130007012|中村|村|
141127001|141127001001|戊子|村|
141127001|141127001002|崖底|村|
141127001|141127001003|榆湾|村|
141127001|141127001004|宗家沟|村|
141127001|141127001005|顺会|村|
141127001|141127001006|李衬会|村|
141127001|141127001007|会河|村|
141127001|141127001008|舍安|村|
141127001|141127001009|刘衬会|村|
141127001|141127001010|牛湾子|村|
141127001|141127001011|北白家庄|村|
141127002|141127002001|条子沟|村|
141127002|141127002002|杂石沟|村|
141127002|141127002003|大蛇头|村|
141127002|141127002004|小蛇头|村|
141127002|141127002005|闫家湾|村|
141127002|141127002006|吴家沟|村|
141127002|141127002007|郭沙沟|村|
141127002|141127002008|王堡|村|
141127002|141127002009|沐会|村|
141127002|141127002010|赤湾子|村|
141127002|141127002011|上寺墕|村|
141127002|141127002012|草子寨|村|
141127003|141127003001|前里彦舍|村|
141127003|141127003002|冯周村|村|
141127003|141127003003|上井|村|
141127003|141127003004|普通|村|
141127003|141127003005|阳坡|村|
141127003|141127003006|圪埚|村|
141127003|141127003007|社科|村|
141127003|141127003008|下会|村|
141127003|141127003009|下马铺|村|
141127003|141127003010|井峪堡|村|
141127003|141127003011|葛铺|村|
141127003|141127003012|曲立|村|
141127004|141127004001|西口子|村|
141127004|141127004002|东口子|村|
141127004|141127004003|会里|村|
141127004|141127004004|阳寨|村|
141127004|141127004005|铁青|村|
141127004|141127004006|塔上|村|
141127004|141127004007|张家湾|村|
141127004|141127004008|岔上|村|
141127004|141127004009|楼枋坪|村|
141127005|141127005001|上马铺|村|
141127005|141127005002|毕家坡|村|
141127005|141127005003|侯家岩|村|
141127005|141127005004|杨家岩|村|
141127005|141127005005|郭家庄|村|
141127005|141127005007|芦苇塔|村|
141127005|141127005008|袁家村|村|
141127005|141127005009|索家坡|村|
141127005|141127005010|裴家庄|村|
141127005|141127005011|近周营|村|
141127005|141127005012|梁家庄|村|
141127005|141127005013|车道坡|村|
141127005|141127005014|宁家湾|村|
141127005|141127005015|冀家掌|村|
141127005|141127005017|草城|村|
141127006|141127006001|长门|村|
141127006|141127006002|府台|村|
141127006|141127006003|沙洼|村|
141127006|141127006004|史家庄|村|
141127006|141127006005|石桥|村|
141127006|141127006006|王狮|村|
141127006|141127006007|阳坡坪|村|
141127006|141127006008|阳湾|村|
141127006|141127006009|阴湾|村|
141127006|141127006011|乱石|村|
141127006|141127006012|李家湾|村|
141127006|141127006013|蛤蟆神|村|
141127006|141127006014|桦树塔|村|
141127007|141127007001|丁家山|村|
141127007|141127007002|马坊|村|
141127007|141127007003|小赤土|村|
141127007|141127007004|陶家沟|村|
141127007|141127007005|史家洼|村|
141127007|141127007006|芦家洼|村|
141127007|141127007007|后沟|村|
141127007|141127007008|八道洼|村|
141127007|141127007010|屯营|村|
141127007|141127007011|普明|村|
141127007|141127007012|柳峪|村|
141127007|141127007013|刘家庄|村|
141127007|141127007014|瓦窑|村|
141127007|141127007015|段峪|村|
141127007|141127007016|前祁家庄|村|
141127007|141127007018|后祁家庄|村|
141127007|141127007019|南泉庄|村|
141127007|141127007020|贯家庄|村|
141127007|141127007021|曲井|村|
141127007|141127007022|普家庄|村|
141127008|141127008001|青台|村|
141127008|141127008002|麻会|村|
141127008|141127008003|石家庄|村|
141127008|141127008004|赵朝舍|村|
141127008|141127008005|上村|村|
141127008|141127008006|新安|村|
141127008|141127008007|东阳涧|村|
141127008|141127008008|北村|村|
141127008|141127008009|东村|村|
141127008|141127008010|高崖湾|村|
141127008|141127008011|草原|村|
141127008|141127008012|天洼|村|
141127008|141127008013|堡上|村|
141127008|141127008014|康井洼|村|
141127008|141127008015|陈家营|村|
141127008|141127008016|西村|村|
141127008|141127008017|南村|村|
141127008|141127008018|南白家庄|村|
141127008|141127008019|尧上|村|
141127008|141127008020|上天洼|村|
141127008|141127008021|刘家沟|村|
141127008|141127008022|翟家沟|村|
141127008|141127008023|黑龙洼|村|
141127009|141127009001|坪上|村|
141127009|141127009002|后黄签|村|
141127009|141127009003|狮吼|村|
141127009|141127009004|正道|村|
141127009|141127009005|阳湾|村|
141127009|141127009006|城内|村|
141127009|141127009007|邓草沟|村|
141127009|141127009008|闹沐浴|村|
141127009|141127009009|北关|村|
141127009|141127009010|双井|村|
141127009|141127009011|南关|村|
141127009|141127009012|前庄|村|
141127009|141127009013|马家庄|村|
141127009|141127009014|东河|村|
141127010|141127010001|山羊会|村|
141127010|141127010002|栗家村|村|
141127010|141127010003|后则坪|村|
141127010|141127010004|河口|村|
141127010|141127010005|王家村|村|
141127010|141127010006|圪哒底|村|
141127010|141127010007|范家口|村|
141127010|141127010008|寨上|村|
141127011|141127011001|山底|村|
141127011|141127011002|马家沟|村|
141127011|141127011003|顾尾头|村|
141127011|141127011004|瓮子|村|
141127011|141127011005|阳坡|村|
141127011|141127011006|上阳寨|村|
141127011|141127011007|上明|村|
141127011|141127011008|寨子|村|
141127011|141127011009|后合会|村|
141127011|141127011010|前合会|村|
141127011|141127011011|前河|村|
141127011|141127011012|官桥|村|
141127011|141127011013|斜坡|村|
141127012|141127012001|前黄签|村|
141127012|141127012002|胡琴舍|村|
141127012|141127012003|丁字坪|村|
141127012|141127012004|西土峪|村|
141127012|141127012005|东土峪|村|
141127012|141127012006|陈家庄|村|
141127012|141127012007|清水河|村|
141127012|141127012008|店上|村|
141127007|141127007009|大贤|村|
141102001|141102001001|雒家庄|村|
141102001|141102001002|寺沟|村|
141102001|141102001003|凤凰峁|村|
141102001|141102001004|闫家坡|村|
141102001|141102001005|南庄|村|
141102001|141102001006|虎山|村|
141102001|141102001007|樊包头|村|
141102001|141102001008|大西局|村|
141102001|141102001009|崇里|村|
141102001|141102001010|磁窑沟|村|
141102001|141102001011|坪头|村|
141102001|141102001012|墕口|村|
141102001|141102001013|鹏凤山|村|
141102001|141102001014|东社|村|
141102001|141102001015|垣上|村|
141102001|141102001016|西则|村|
141102001|141102001017|薛家坡|村|
141102001|141102001018|赵家山|村|
141102001|141102001019|呼家山|村|
141102001|141102001020|李家山|村|
141102001|141102001021|柏巨上|村|
141102001|141102001022|枣洼|村|
141102001|141102001023|卧龙墕|村|
141102001|141102001024|段家墕|村|
141102002|141102002001|彩家庄|村|
141102002|141102002002|白家峁|村|
141102002|141102002003|任家山|村|
141102002|141102002004|三山集|村|
141102002|141102002006|场墕|村|
141102002|141102002007|椿树峁|村|
141102002|141102002008|结绳墕|村|
141102002|141102002009|袁家坡底|村|
141102002|141102002010|霍家塔|村|
141102002|141102002011|孙家峁|村|
141102002|141102002013|刘家舍窠|村|
141102002|141102002015|山底沟|村|
141102002|141102002016|彩树局|村|
141102002|141102002017|梁家岔|村|
141102002|141102002018|闫家峁|村|
141102002|141102002019|石桥|村|
141102002|141102002020|陶家庄|村|
141102002|141102002021|枣林|村|
141102002|141102002022|贺家畔|村|
141102002|141102002023|十里|村|
141102002|141102002024|马家塔|村|
141102002|141102002025|柳树局|村|
141102003|141102003001|米化梁|村|
141102003|141102003002|大中局|村|
141102003|141102003003|许家山|村|
141102003|141102003004|盛地沟|村|
141102003|141102003005|盛地|村|
141102003|141102003006|炭窑里|村|
141102003|141102003007|高岭上|村|
141102003|141102003008|瓦窑间|村|
141102003|141102003009|茂塔沟|村|
141102003|141102003010|畔沟|村|
141102003|141102003011|留子局|村|
141102003|141102003012|横梁|村|
141102003|141102003013|上则墕|村|
141102003|141102003014|宋家湾|村|
141102003|141102003015|缩缩岭|村|
141102003|141102003016|袁家岭|村|
141102003|141102003017|茂塔坪|村|
141102003|141102003018|西属巴|村|
141102003|141102003019|东属巴|村|
141102003|141102003020|高梨峁|村|
141102003|141102003021|石门咀|村|
141102003|141102003022|中则坪|村|
141102003|141102003023|双雾都|村|
141102003|141102003024|上安|村|
141102004|141102004001|白草墕|村|
141102004|141102004002|苏家崖|村|
141102004|141102004003|青蒿墕|村|
141102004|141102004004|娘娘庙|村|
141102004|141102004005|沙麻沟|村|
141102004|141102004006|李家沟|村|
141102004|141102004007|王家沟|村|
141102004|141102004008|长大局|村|
141102004|141102004009|大中局|村|
141102004|141102004010|牛家山|村|
141102004|141102004011|前赵家沟|村|
141102004|141102004012|后赵家沟|村|
141102004|141102004013|下安|村|
141102005|141102005001|任家沟|村|
141102005|141102005002|岔上|村|
141102005|141102005003|磨湾|村|
141102005|141102005004|贾悟|村|
141102005|141102005005|高家庄|村|
141102005|141102005006|吴家庄|村|
141102005|141102005007|千年|村|
141102005|141102005008|马家沟|村|
141102005|141102005009|丰义|村|
141102005|141102005010|阳坡|村|
141102005|141102005011|信义|村|
141102005|141102005012|小神头|村|
141102005|141102005013|马寨|村|
141102005|141102005014|崖窑湾|村|
141102005|141102005015|新山湾|村|
141102005|141102005016|康家岭|村|
141102005|141102005017|西华镇|村|
141102005|141102005018|后石|村|
141102005|141102005019|回龙塔|村|
141102005|141102005020|德岗|村|
141102005|141102005021|王村|村|
141102005|141102005022|严村|村|
141102005|141102005023|归化|村|
141102005|141102005024|阳石|村|
141102005|141102005025|背石|村|
141102005|141102005026|砖窑沟|村|
141102005|141102005027|永红|村|
141102006|141102006001|杜家山|村|
141102006|141102006002|葫芦把|村|
141102006|141102006003|芦则峁|村|
141102006|141102006004|梁家墕|村|
141102006|141102006005|渠家山|村|
141102006|141102006006|贺家山|村|
141102006|141102006007|贺家塔|村|
141102006|141102006008|王家塔|村|
141102006|141102006009|乔家塔|村|
141102006|141102006010|枣架|村|
141102006|141102006011|石盘|村|
141102006|141102006012|歧则沟|村|
141102006|141102006013|交口|村|
141102006|141102006014|高家沟|村|
141102007|141102007001|凤山底|村|
141102007|141102007002|袁家庄|村|
141102007|141102007003|乔家沟|村|
141102007|141102007004|上水西|村|
141102007|141102007005|下水西|村|
141102007|141102007006|西崖底|村|
141102007|141102007007|后王家坡|村|
141102007|141102007008|铨则墕|村|
141102007|141102007009|前王家坡|村|
141102007|141102007010|崔家崖|村|
141102008|141102008001|水峪里|村|
141102008|141102008002|车家梁|村|
141102008|141102008003|西山里|村|
141102008|141102008004|寺头|村|
141102008|141102008005|新舍窠|村|
141102008|141102008006|红眼川|村|
141102008|141102008007|殷家山|村|
141102008|141102008008|贾北里|村|
141102008|141102008009|新崖上|村|
141102008|141102008010|唐则墕|村|
141102008|141102008011|霍家坡|村|
141102009|141102009001|界峁|村|
141102009|141102009002|高崖湾|村|
141102009|141102009003|沙会则|村|
141102009|141102009004|苏家|村|
141102009|141102009005|吉家|村|
141102009|141102009006|马家|村|
141102009|141102009007|后马家|村|
141102009|141102009008|下搂桥|村|
141102009|141102009009|盘龙塔|村|
141102009|141102009010|穆问|村|
141102009|141102009011|田家会|村|
141102009|141102009012|五里铺|村|
141102009|141102009013|上楼桥|村|
141102009|141102009014|车家湾|村|
141102009|141102009015|义居|村|
141102010|141102010001|兔坪|村|
141102010|141102010002|下王营|村|
141102010|141102010003|油房坪|村|
141102010|141102010004|陈家塔|村|
141102010|141102010005|上丰|村|
141102010|141102010006|王营庄|村|
141102010|141102010007|任家塔|村|
141102010|141102010008|上四皓|村|
141102010|141102010009|李家沟|村|
141102010|141102010010|李家湾|村|
141102010|141102010011|下罗卜|村|
141102010|141102010012|吴城镇|村|
141102010|141102010013|九里湾|村|
141102010|141102010014|下三交|村|
141102010|141102010015|上三交|村|
141102010|141102010016|上罗卜|村|
141102011|141102011002|段家坪|村|
141102011|141102011003|刘家湾|村|
141102011|141102011004|卧牛墕|村|
141102011|141102011005|徐家沟|村|
141102011|141102011006|王文庄|村|
141102011|141102011007|大士河|村|
141102011|141102011008|马茂庄|村|
141102011|141102011009|潘家沟|村|
141102011|141102011010|南关|村|
141102011|141102011011|圪瘩上|村|
141102012|141102012002|七里滩|村|
141102012|141102012003|王家庄|村|
141102012|141102012004|刘家庄|村|
141102012|141102012005|张家庄|村|
141102012|141102012006|东关|村|
141102012|141102012007|杨家掌|村|
141102012|141102012008|前瓦窑坡|村|
141102012|141102012009|后瓦窑坡|村|
141124001|141124001001|枣树焉村|村|
141124001|141124001002|周家沟村|村|
141124001|141124001003|麻峪沟村|村|
141124001|141124001004|胡家庄村|村|
141124001|141124001005|曹家沟村|村|
141124001|141124001006|李家洼村|村|
141124001|141124001007|水道洼村|村|
141124001|141124001008|第八堡村|村|
141124001|141124001009|杨家洼村|村|
141124001|141124001010|柴段咀村|村|
141124001|141124001011|西洼村|村|
141124001|141124001012|桃堡洼村|村|
141124001|141124001013|新庄则村|村|
141124001|141124001014|地灵山村|村|
141124001|141124001015|马家湾村|村|
141124001|141124001016|马安梁村|村|
141124001|141124001017|贺家墕村|村|
141124001|141124001018|郝林甲村|村|
141124001|141124001019|雷家沟村|村|
141124001|141124001020|武家庄村|村|
141124002|141124002001|白家庄|村|
141124002|141124002002|薛家塔|村|
141124002|141124002003|开化|村|
141124002|141124002004|双井沟|村|
141124002|141124002005|刘家塔|村|
141124002|141124002006|张家湾|村|
141124002|141124002007|乔坊沟|村|
141124002|141124002008|独路沟|村|
141124002|141124002009|张阳沟|村|
141124002|141124002010|薛家峁|村|
141124002|141124002011|张阳会|村|
141124002|141124002012|雷家碛|村|
141124002|141124002013|贺家洼|村|
141124002|141124002014|新化|村|
141124002|141124002015|王家坪|村|
141124002|141124002016|乔家坪|村|
141124003|141124003001|柳塔|村|
141124003|141124003002|上白塔|村|
141124003|141124003003|青条山|村|
141124003|141124003004|福利沟|村|
141124003|141124003005|李家塔|村|
141124003|141124003006|刘落塔|村|
141124003|141124003007|梁家会|村|
141124003|141124003008|湾里|村|
141124003|141124003009|寺沟|村|
141124003|141124003010|刘家圪堎|村|
141124003|141124003011|下会|村|
141124003|141124003012|上会|村|
141124003|141124003013|董家沟|村|
141124003|141124003014|洼头|村|
141124003|141124003015|下白塔|村|
141124003|141124003016|白家沟|村|
141124003|141124003017|槐树坪|村|
141124003|141124003018|师庄|村|
141124003|141124003019|董家墕|村|
141124003|141124003020|寨上|村|
141124003|141124003021|青凉寺|村|
141124003|141124003022|窑坪墕|村|
141124003|141124003023|穆家坪|村|
141124003|141124003024|谢家沟|村|
141124003|141124003025|武家沟|村|
141124003|141124003026|青蒿墕|村|
141124003|141124003027|月家沟|村|
141124003|141124003028|天洼|村|
141124003|141124003029|大石吉|村|
141124004|141124004001|杨家庄|村|
141124004|141124004002|徐家塔|村|
141124004|141124004003|白家圪达|村|
141124004|141124004004|贺家坡|村|
141124004|141124004005|张家湾|村|
141124004|141124004006|白文|村|
141124004|141124004007|李家湾|村|
141124004|141124004008|梁家湾|村|
141124004|141124004009|双元会|村|
141124004|141124004010|口口|村|
141124004|141124004011|杏花沟|村|
141124004|141124004012|中庄|村|
141124004|141124004013|赤普浪|村|
141124004|141124004014|宋家圪台|村|
141124004|141124004015|曜头|村|
141124004|141124004016|南庄|村|
141124004|141124004017|海则头|村|
141124004|141124004018|故县|村|
141124004|141124004019|卜家岩|村|
141124004|141124004020|郝家坡|村|
141124004|141124004021|秦家坪|村|
141124004|141124004022|小吴家湾|村|
141124004|141124004023|徐家沟|村|
141124004|141124004024|张朝|村|
141124004|141124004025|铁芦沟|村|
141124004|141124004026|花畔沟|村|
141124004|141124004027|阳坡|村|
141124004|141124004028|瓦舍沟|村|
141124004|141124004029|桐村|村|
141124004|141124004030|庙坪|村|
141124004|141124004031|郝峪塔|村|
141124004|141124004032|白道坪|村|
141124004|141124004033|古道坡|村|
141124004|141124004034|吴家湾|村|
141124004|141124004035|畔沟|村|
141124004|141124004036|石家塔|村|
141124004|141124004037|湖家梁|村|
141124005|141124005001|武家坪|村|
141124005|141124005002|南岭上|村|
141124005|141124005003|靳家沟|村|
141124005|141124005004|候家岩|村|
141124005|141124005005|王家庄|村|
141124005|141124005006|松峪|村|
141124005|141124005007|太坪|村|
141124005|141124005008|问家沟|村|
141124005|141124005009|西会|村|
141124005|141124005010|小马坊|村|
141124005|141124005011|城庄|村|
141124005|141124005012|阳宇会|村|
141124005|141124005013|大有头|村|
141124005|141124005014|上城庄|村|
141124005|141124005015|东柏村|村|
141124005|141124005016|明旺塔|村|
141124005|141124005017|郑家湾|村|
141124005|141124005018|刘家山|村|
141124005|141124005019|赤崖会|村|
141124005|141124005020|大居|村|
141124005|141124005021|杨寨|村|
141124005|141124005022|前南峪|村|
141124005|141124005023|后南峪|村|
141124005|141124005024|程家塔|村|
141124005|141124005025|石盘头|村|
141124005|141124005026|曹家岭|村|
141124005|141124005027|务周会|村|
141124005|141124005028|郝家湾|村|
141124006|141124006001|蔡家洼|村|
141124006|141124006002|高家湾|村|
141124006|141124006003|靳家洼|村|
141124006|141124006004|庞家庄|村|
141124006|141124006005|桑树峁|村|
141124006|141124006006|乔家圪台|村|
141124006|141124006007|克虎|村|
141124006|141124006008|郭家垛|村|
141124006|141124006009|张羊峁|村|
141124006|141124006010|王家圪垛|村|
141124006|141124006011|杜家圪垛|村|
141124006|141124006012|崔家垛|村|
141124006|141124006013|薛家垛|村|
141124007|141124007001|曹家畔|村|
141124007|141124007002|陆家沟|村|
141124007|141124007003|周家墕|村|
141124007|141124007004|庄头|村|
141124007|141124007005|张家沟|村|
141124007|141124007006|高家圪棱|村|
141124007|141124007007|刘泉则沟|村|
141124007|141124007008|高家沟|村|
141124007|141124007009|岔沟|村|
141124007|141124007010|柴家沟|村|
141124007|141124007011|张山坪|村|
141124007|141124007012|常家墕|村|
141124007|141124007013|王家峪|村|
141124007|141124007014|兔板镇|村|
141124007|141124007015|柴家岔|村|
141124007|141124007016|常胜塔|村|
141124007|141124007017|薛家洼|村|
141124007|141124007018|大岭上|村|
141124007|141124007019|丛条棱|村|
141124007|141124007020|房家沟|村|
141124007|141124007021|寺头|村|
141124007|141124007022|圪凹头|村|
141124007|141124007023|高家山|村|
141124007|141124007024|西乔家洼|村|
141124007|141124007025|庄洼|村|
141124007|141124007026|砖瓦|村|
141124007|141124007027|刘家山|村|
141124007|141124007028|裴家局|村|
141124007|141124007029|槐树墕|村|
141124007|141124007030|团周坪|村|
141124007|141124007031|水槽沟|村|
141124007|141124007032|张家沟|村|
141124007|141124007033|张家峁|村|
141124007|141124007034|乔家坪|村|
141124007|141124007035|薛家畔|村|
141124007|141124007036|香草墕|村|
141124007|141124007037|前沟|村|
141124007|141124007038|白家里|村|
141124007|141124007039|中舍|村|
141124007|141124007040|杜家洼|村|
141124007|141124007041|苗家墕|村|
141124007|141124007042|椿树圪橯|村|
141124007|141124007043|郭家里|村|
141124007|141124007044|槐洼|村|
141124007|141124007045|窑沟|村|
141124007|141124007046|安家里|村|
141124007|141124007047|西洼|村|
141124007|141124007048|乔家洼|村|
141124007|141124007049|刘家洼|村|
141124007|141124007050|向阳村|村|
141124007|141124007051|刘家沟|村|
141124007|141124007052|九元沟|村|
141124008|141124008001|唐家沟|村|
141124008|141124008002|杜家沟|村|
141124008|141124008003|化林|村|
141124008|141124008004|后白家沟|村|
141124008|141124008005|前白家沟|村|
141124008|141124008006|上西坡|村|
141124008|141124008007|陈家庄|村|
141124008|141124008008|万安里|村|
141124008|141124008009|万安坪|村|
141124008|141124008010|前李家沟|村|
141124008|141124008011|后李家沟|村|
141124008|141124008012|泥沟|村|
141124008|141124008013|郭家岔|村|
141124008|141124008014|后麻峪|村|
141124008|141124008015|黄白塔|村|
141124008|141124008016|赵家石岩|村|
141124008|141124008017|田家沟|村|
141124008|141124008018|前月镜|村|
141124008|141124008019|后月镜|村|
141124008|141124008020|王家里|村|
141124008|141124008021|前麻峪|村|
141124008|141124008022|城关|村|
141124008|141124008023|柏树沟|村|
141124008|141124008024|东峪沟|村|
141124008|141124008025|贺家沟|村|
141124008|141124008026|治花泉|村|
141124008|141124008027|槐树塔|村|
141124008|141124008028|南塔|村|
141124008|141124008029|东峁|村|
141124008|141124008030|前甘泉|村|
141124008|141124008031|后甘泉|村|
141124008|141124008032|郭家沟|村|
141124008|141124008033|薛家墕|村|
141124008|141124008034|寺家塔|村|
141124008|141124008035|都督|村|
141124009|141124009001|王家庄|村|
141124009|141124009002|枣庄|村|
141124009|141124009003|普连|村|
141124009|141124009004|刘家里|村|
141124009|141124009005|开阳|村|
141124009|141124009006|柏岭上|村|
141124009|141124009007|王圪堆|村|
141124009|141124009008|刘家沟|村|
141124009|141124009009|嵩局则|村|
141124009|141124009010|曹家甲|村|
141124009|141124009011|后曲峪|村|
141124009|141124009012|前曲峪|村|
141124009|141124009013|窑则洼|村|
141124009|141124009014|麻洼|村|
141124009|141124009015|岩窑上|村|
141124009|141124009016|李家庄|村|
141124009|141124009017|印斗峁|村|
141124009|141124009018|李家沟|村|
141124009|141124009019|前塔|村|
141124009|141124009020|刘家洼|村|
141124009|141124009021|后塔|村|
141124009|141124009022|芦则峁|村|
141124009|141124009023|白道峪|村|
141124009|141124009024|李家甲|村|
141124009|141124009025|高家洼|村|
141124009|141124009026|郝家洼|村|
141124009|141124009027|瓦窑峁|村|
141124009|141124009028|青家塔|村|
141124009|141124009029|东坡|村|
141124009|141124009030|枣峁上|村|
141124009|141124009031|西洼|村|
141124009|141124009032|小甲头|村|
141124009|141124009033|高家咀|村|
141124009|141124009034|刘家圪垛|村|
141124009|141124009035|郭家洼|村|
141124009|141124009036|韩家山|村|
141124010|141124010001|呼家洼|村|
141124010|141124010002|贺家沟|村|
141124010|141124010003|陈国坪|村|
141124010|141124010004|段贤|村|
141124010|141124010005|苗家墕|村|
141124010|141124010006|杨家山|村|
141124010|141124010007|牧家山|村|
141124010|141124010008|月树岭|村|
141124010|141124010009|乔家山|村|
141124010|141124010010|西山局|村|
141124010|141124010011|石白头|村|
141124010|141124010012|张家山|村|
141124010|141124010013|苗家峁|村|
141124010|141124010014|沈家山|村|
141124010|141124010015|沈家沟|村|
141124010|141124010016|贺家庄|村|
141124010|141124010017|高家咀|村|
141124010|141124010018|柏寨|村|
141124010|141124010019|秦家山|村|
141124010|141124010020|阳洼|村|
141124010|141124010021|衬罗局|村|
141124010|141124010022|务岭|村|
141124010|141124010023|李家洼|村|
141124010|141124010024|庙墕|村|
141124010|141124010025|西丛罗|村|
141124010|141124010026|马安梁|村|
141124010|141124010027|赵墕|村|
141124010|141124010028|寨峁上|村|
141124010|141124010029|化家山|村|
141124010|141124010030|杨家山|村|
141124010|141124010031|高家岭|村|
141124010|141124010032|曹峪坪|村|
141124010|141124010033|杨思局|村|
141124010|141124010034|圪垛|村|
141124010|141124010035|庄头|村|
141124010|141124010036|大岭上|村|
141124010|141124010037|前槽底|村|
141124010|141124010038|柳家山|村|
141124010|141124010039|穆家山|村|
141124010|141124010040|王家沟|村|
141124010|141124010041|贺家洼|村|
141124010|141124010042|小王家庄|村|
141124010|141124010043|井道坡|村|
141124010|141124010044|曹家洼|村|
141124011|141124011001|王家沟|村|
141124011|141124011002|后山|村|
141124011|141124011003|武家湾|村|
141124011|141124011004|化成|村|
141124011|141124011005|孝长|村|
141124011|141124011006|冯家会|村|
141124011|141124011007|前南沟|村|
141124011|141124011008|后南沟|村|
141124011|141124011009|上墕|村|
141124011|141124011010|朱家沟|村|
141124011|141124011011|康家坪|村|
141124011|141124011012|后井头|村|
141124011|141124011013|问家山|村|
141124011|141124011014|安家庄|村|
141124011|141124011015|李家沟|村|
141124011|141124011016|高家峁|村|
141124011|141124011017|曹家岔|村|
141124011|141124011018|杜家塔|村|
141124011|141124011019|康家岭|村|
141124011|141124011020|前岭西|村|
141124012|141124012001|刘家圪台|村|
141124012|141124012002|赵家圪台|村|
141124012|141124012003|孙家圪台|村|
141124012|141124012004|任家沟|村|
141124012|141124012005|丁家沟|村|
141124012|141124012006|青塘沟|村|
141124012|141124012007|下西坡|村|
141124012|141124012008|后寨则|村|
141124012|141124012009|暖泉会|村|
141124012|141124012010|白家庄|村|
141124012|141124012011|赵家岔|村|
141124012|141124012012|后青塘|村|
141124012|141124012013|安业|村|
141124012|141124012014|东岭上|村|
141124012|141124012015|前青塘|村|
141124012|141124012016|东胜|村|
141124012|141124012017|郭家墕|村|
141124013|141124013001|榆林|村|
141124013|141124013002|马家庄|村|
141124013|141124013003|王家坪|村|
141124013|141124013004|张家沟|村|
141124013|141124013005|庄则上|村|
141124013|141124013006|大和|村|
141124013|141124013007|康家湾|村|
141124013|141124013008|木瓜坪|村|
141124013|141124013009|角扒山|村|
141124013|141124013010|木钦塔|村|
141124013|141124013011|前长乐|村|
141124013|141124013012|下郭家岭|村|
141124013|141124013013|后长乐|村|
141124013|141124013014|吉家庄|村|
141124013|141124013015|杨家崖|村|
141124013|141124013016|庞庞塔|村|
141124013|141124013017|苗家庄|村|
141124013|141124013018|显崖上|村|
141124013|141124013019|宋家沟|村|
141124014|141124014001|小深墕|村|
141124014|141124014002|石塘会|村|
141124014|141124014003|李家峁|村|
141124014|141124014004|李家坡底|村|
141124014|141124014005|魏家湾|村|
141124014|141124014006|李家塔|村|
141124014|141124014007|柳黄沟|村|
141124014|141124014008|常家坪|村|
141124014|141124014009|成家梁|村|
141124014|141124014010|辛家塔|村|
141124014|141124014011|永丰|村|
141124014|141124014012|辛家塔|村|
141124014|141124014013|孙家圪棱|村|
141124014|141124014014|枣林|村|
141124014|141124014015|杨家圪棱|村|
141124014|141124014016|桑叶则|村|
141124014|141124014017|山刘家庄|村|
141124014|141124014018|郑家沟|村|
141124014|141124014019|郝刘家沟|村|
141124014|141124014020|玉荐|村|
141124014|141124014021|禹家梁|村|
141124014|141124014022|阳泉|村|
141124014|141124014023|圪针湾|村|
141124014|141124014024|枣洼|村|
141124015|141124015001|天洪|村|
141124015|141124015002|马家山|村|
141124015|141124015003|芦子沟|村|
141124015|141124015004|杨家山|村|
141124015|141124015005|刘家山|村|
141124015|141124015006|瓦窑塔|村|
141124015|141124015007|上柏岭集|村|
141124015|141124015008|大王家庄|村|
141124015|141124015009|页岭|村|
141124015|141124015010|杨家坡|村|
